"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbolER.SYMBOL","symbolER.GENENAME"
"253935",10.751935729217,-5.06335536604805,1.36703168682613,-3.70390490201713,0.000212305875112646,0.00207915533839088,"ANGPTL5","angiopoietin like 5"
"80309",42.2413936754227,-5.03893863480757,0.958708677522567,-5.25596435387324,1.47250811668422e-07,6.82505771529807e-06,"SPHKAP","SPHK1 interactor, AKAP domain containing"
"286133",2151.20019198273,-4.92118659418658,1.44507858725279,-3.40548025387473,0.000660477897780172,0.00498818554078508,"SCARA5","scavenger receptor class A member 5"
"1804",54.1290840961827,-4.8865663164343,0.924111350946894,-5.28785444679071,1.23759391600757e-07,5.91811373591326e-06,"DPP6","dipeptidyl peptidase like 6"
"374462",31.1989890924168,-4.88156583201209,1.27806205284394,-3.81950611955783,0.000133719142294901,0.00143970208887086,"PTPRQ","protein tyrosine phosphatase receptor type Q"
"4359",412.843335626156,-4.87225146920245,0.849567070872248,-5.7349815408925,9.75229667897293e-09,7.38237562501712e-07,"MPZ","myelin protein zero"
"90187",268.300588480981,-4.87126195114654,0.728692208787216,-6.68493760795649,2.31023049253048e-11,5.03270878183918e-09,"EMILIN3","elastin microfibril interfacer 3"
"60495",130.067363038374,-4.80934184630505,1.05432868920426,-4.56152042105087,5.07845359033066e-06,0.000109175615232481,"HPSE2","heparanase 2 (inactive)"
"340273",67.8563084242789,-4.78787047203205,1.17419864839975,-4.07756428484838,4.55099493492163e-05,0.000614509687975712,"ABCB5","ATP binding cassette subfamily B member 5"
"221476",1231.36684986745,-4.74507206755153,1.13143265058007,-4.19386170720705,2.74245214503821e-05,0.00041296863867603,"PI16","peptidase inhibitor 16"
"2001",880.316686158635,-4.69961786861178,1.42815999309508,-3.29068023984263,0.000999454510665237,0.00681728455804665,"ELF5","E74 like ETS transcription factor 5"
"7512",98.1154843253053,-4.63488453005301,0.744325577691337,-6.2269585635213,4.75576833959995e-10,6.43045476318597e-08,"XPNPEP2","X-prolyl aminopeptidase 2"
"79057",72.7893569166419,-4.61365147922721,0.772880388162834,-5.96942495874949,2.38091235361641e-09,2.38164120433691e-07,"PRRG3","proline rich and Gla domain 3"
"105378577",58.8933675447711,-4.54731386523892,1.07607964665552,-4.22581532823529,2.38077181822855e-05,0.00036935978928755,"LOC105378577","uncharacterized LOC105378577"
"1591",63.7418196209374,-4.52871285354589,1.34090414690222,-3.3773576314222,0.000731858278752971,0.00538335709503572,"CYP24A1","cytochrome P450 family 24 subfamily A member 1"
"440695",129.678218250127,-4.52811542608784,1.25243257605709,-3.61545644264799,0.000299818885523794,0.00271638127060051,"ETV3L","ETS variant transcription factor 3 like"
"2662",305.991926060198,-4.51797317208229,1.06275142015025,-4.2512040787897,2.12624311070599e-05,0.000338644373911468,"GDF10","growth differentiation factor 10"
"285016",141.228506335158,-4.50389175925368,0.871092909009972,-5.17039194403788,2.33603519286543e-07,9.70345465917788e-06,"ALKAL2","ALK and LTK ligand 2"
"10894",345.727551403545,-4.49359430147452,0.669528602290873,-6.7115792904129,1.92529126203974e-11,4.33876557282197e-09,"LYVE1","lymphatic vessel endothelial hyaluronan receptor 1"
"1641",79.0564764986183,-4.45985850144768,1.21777885443064,-3.6622893271807,0.000249971305519832,0.00236760261643567,"DCX","doublecortin"
"729966",8.3021435007833,-4.37493463388695,1.1703800950969,-3.73804600079493,0.00018545601970583,0.00185987249225192,"CIST1","colon, intestine and stomach enriched 1"
"9058",237.742784269728,-4.33940150050399,1.09172165314274,-3.97482406620054,7.04313011405724e-05,0.000858220068466167,"SLC13A2","solute carrier family 13 member 2"
"84570",133.957145746245,-4.33739401891299,0.612746325833455,-7.0786128550233,1.45604524030899e-12,5.38626848707512e-10,"COL25A1","collagen type XXV alpha 1 chain"
"28513",69.0461821657423,-4.33183899629671,1.27883291010679,-3.38733775308848,0.000705744461270089,0.00523923737510843,"CDH19","cadherin 19"
"5021",1644.23245857498,-4.28518635622001,0.566132657688077,-7.56922657265433,3.75452821232385e-14,2.30035250408817e-11,"OXTR","oxytocin receptor"
"342035",171.367666193212,-4.26630131579299,0.786148915606968,-5.4268361007648,5.73617564967759e-08,3.2317086145856e-06,"GLDN","gliomedin"
"10351",797.84604113593,-4.26363105597871,0.769160861091112,-5.54322414420623,2.96952338439307e-08,1.85840419346935e-06,"ABCA8","ATP binding cassette subfamily A member 8"
"50617",123.24935760412,-4.25853223574287,1.07938883382455,-3.94531803766564,7.96941316823496e-05,0.000944669374706256,"ATP6V0A4","ATPase H+ transporting V0 subunit a4"
"84913",1103.5646136347,-4.25371332895619,0.648037197685998,-6.56399562269772,5.23847399549119e-11,9.87553088034618e-09,"ATOH8","atonal bHLH transcription factor 8"
"105377595",6.12443085814406,-4.25092002632919,1.22447594255445,-3.47162396466615,0.000517320421144695,0.00415679679383725,"RPSAP70","ribosomal protein SA pseudogene 70"
"91851",2380.50801790709,-4.23408175310934,1.06121230139177,-3.98985363018916,6.61140813986873e-05,0.000816781776876284,"CHRDL1","chordin like 1"
"28999",350.991838837396,-4.210843552469,0.838428918625535,-5.02230237880151,5.10557191102565e-07,1.81340295086175e-05,"KLF15","KLF transcription factor 15"
"643650",59.7860274671165,-4.18386857914015,0.843816764462164,-4.95826671778308,7.11248750601093e-07,2.36351576343814e-05,"LINC00842","long intergenic non-protein coding RNA 842"
"2719",1300.96237045105,-4.14899017732042,0.954863324329169,-4.345114187138,1.39203232680824e-05,0.000241952001767751,"GPC3","glypican 3"
"100506621",2311.14404446593,-4.13939666735155,0.642987872181477,-6.43775232230701,1.21255646622252e-10,2.06327765324774e-08,NA,NA
"345275",119.938413158768,-4.11906413048227,1.06401974946114,-3.87122901860452,0.000108287992724065,0.00121737063380047,"HSD17B13","hydroxysteroid 17-beta dehydrogenase 13"
"6357",23.2592424507205,-4.1148780271731,1.17631962421415,-3.49809519663677,0.000468593840751768,0.00384338960041953,"CCL13","C-C motif chemokine ligand 13"
"60676",86.7237647375535,-4.1070294632601,0.540872151075394,-7.59334614491477,3.11748295116382e-14,2.10763347381096e-11,"PAPPA2","pappalysin 2"
"6332",70.1088744292312,-4.09792506930271,0.786724788066688,-5.20884193743663,1.90022900664691e-07,8.31604685364269e-06,"SCN7A","sodium voltage-gated channel alpha subunit 7"
"4009",28.1088747575103,-4.09277210833082,0.973240112366281,-4.20530561402765,2.60729598327908e-05,0.000397501127901786,"LMX1A","LIM homeobox transcription factor 1 alpha"
"126",94.0427348136236,-4.08996634523063,1.17061615862375,-3.49385775610602,0.000476094613129823,0.00388605786220788,"ADH1C","alcohol dehydrogenase 1C (class I), gamma polypeptide"
"2565",7.39846845952033,-4.08073992022755,1.16729908659228,-3.49588204694012,0.000472497514945227,0.00386313022436035,"GABRG1","gamma-aminobutyric acid type A receptor subunit gamma1"
"26577",664.333411729695,-4.07602804357515,0.885033317853841,-4.60550802026222,4.114601262828e-06,9.42998233062603e-05,"PCOLCE2","procollagen C-endopeptidase enhancer 2"
"284950",4.37940726143528,-4.07228151898255,1.23136462951645,-3.30712887260836,0.000942575177795509,0.00653238916078429,"LOC284950","uncharacterized LOC284950"
"948",8994.99900159769,-4.07169761090236,1.12848373885782,-3.60811367563299,0.000308431354875032,0.00277900052558818,"CD36","CD36 molecule (CD36 blood group)"
"6425",66.8672189329198,-4.04772955256132,1.01745584704885,-3.97828521434304,6.9414076189156e-05,0.000847932945647721,"SFRP5","secreted frizzled related protein 5"
"100131897",233.421538199673,-4.03700580841058,0.852923494504879,-4.73313941334686,2.21073531196148e-06,5.75613234081232e-05,"INSYN2B","inhibitory synaptic factor family member 2B"
"83888",74.3859999783278,-3.97541878935459,1.03511008794604,-3.8405758340574,0.000122746046000149,0.00134238210844911,"FGFBP2","fibroblast growth factor binding protein 2"
"869",45.0736851520774,-3.9560556342493,1.19186179062087,-3.3192234748867,0.000902681581516295,0.00632296358957073,"CBLN1","cerebellin 1 precursor"
"10060",810.178970623245,-3.9490473374545,0.481912982838199,-8.19452365486569,2.51587492059651e-16,3.08289023082595e-13,"ABCC9","ATP binding cassette subfamily C member 9"
"7123",1618.09073751324,-3.93739454356605,0.706371333892221,-5.57411428613668,2.48792373853368e-08,1.58886751849157e-06,"CLEC3B","C-type lectin domain family 3 member B"
"100505851",12.3039706283426,-3.9345735625826,1.04032157372593,-3.78207437195678,0.000155526876727274,0.00162280997611226,"LOC100505851","uncharacterized LOC100505851"
"552",496.114082854854,-3.92278085210657,0.739515176498548,-5.3045305583587,1.12963319765099e-07,5.4956795218723e-06,"AVPR1A","arginine vasopressin receptor 1A"
"60529",645.18847457151,-3.90910464027445,1.04902157917304,-3.72642919639085,0.000194211594230687,0.00193776718396277,"ALX4","ALX homeobox 4"
"3990",22.1820981949412,-3.89736834179813,0.740541618973946,-5.26286199443877,1.41830040995438e-07,6.62076138989655e-06,"LIPC","lipase C, hepatic type"
"117",309.474265328897,-3.89345320129513,0.67351073558879,-5.7808331709686,7.43315739235281e-09,6.04707401802777e-07,"ADCYAP1R1","ADCYAP receptor type I"
"105369246",13.6631112778264,-3.87441191071737,1.18403145993194,-3.27222041122124,0.00106706353269122,0.00717696316361717,NA,NA
"765",39.4883137266477,-3.8705854356871,1.10254062044037,-3.51060574452227,0.000447086947540598,0.00371423164978007,"CA6","carbonic anhydrase 6"
"1674",1143.83461873328,-3.84290069240186,0.729989833806866,-5.26432083630712,1.40708540900607e-07,6.58408509044703e-06,"DES","desmin"
"5179",51.3418597424401,-3.8346563450121,0.693294085485846,-5.53106744351476,3.18287909273253e-08,1.96237507836836e-06,"PENK","proenkephalin"
"338",33.7388290332414,-3.81682643679481,0.76400024907303,-4.99584449275483,5.85788513893092e-07,2.04534146100262e-05,"APOB","apolipoprotein B"
"3973",21.5519138035588,-3.80448571061831,0.943245162025614,-4.03340071466489,5.49754143510862e-05,0.000709381509903851,"LHCGR","luteinizing hormone/choriogonadotropin receptor"
"56776",50.8171244256676,-3.80245578856323,0.611453422984202,-6.21871698747767,5.01236435954859e-10,6.68519834240201e-08,"FMN2","formin 2"
"51378",105.554683246925,-3.79591222166978,0.736285837840783,-5.15548721241414,2.52972306178436e-07,1.02263402782153e-05,"ANGPT4","angiopoietin 4"
"27199",49.1907042237238,-3.78906247514424,1.16190644309413,-3.26107364122542,0.00110991210669444,0.00739664743842667,"OXGR1","oxoglutarate receptor 1"
"5649",399.288575963598,-3.7826214997147,0.881527375167167,-4.29098585735626,1.77881644585746e-05,0.000293317705950222,"RELN","reelin"
"221091",233.111692264198,-3.78025197686792,0.862381229193532,-4.383504474469,1.16785249108044e-05,0.000209870906875556,"LRRN4CL","LRRN4 C-terminal like"
"10887",12.2003792675429,-3.77839078373465,0.852115168157902,-4.43413158799033,9.24441531632166e-06,0.000172944662873857,"PROKR1","prokineticin receptor 1"
"399888",65.3860787740163,-3.77744616015135,0.928967919992438,-4.06628267656659,4.77689893567126e-05,0.000637114833556263,"FAM180B","family with sequence similarity 180 member B"
"10218",46.6070611913496,-3.76190270058877,0.857096378680944,-4.38912448373457,1.13807912989231e-05,0.000206031204253635,"ANGPTL7","angiopoietin like 7"
"762",320.706082963046,-3.72768043611636,1.16015978771347,-3.21307502259078,0.00131321982102873,0.00845827457657335,"CA4","carbonic anhydrase 4"
"9457",335.66288742537,-3.72767064041074,0.764793310965776,-4.87408896882671,1.09311721715018e-06,3.33826419929072e-05,"FHL5","four and a half LIM domains 5"
"255426",158.327470246591,-3.69807997623425,0.849042834538778,-4.3555870514391,1.3271076139246e-05,0.000232314927487551,"RASGEF1C","RasGEF domain family member 1C"
"79987",1883.46529381082,-3.69805787719621,0.704126843710864,-5.25197684227864,1.50475385137746e-07,6.94169506120151e-06,"SVEP1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
"22871",58.2081519343754,-3.69426094944992,0.638698250035945,-5.78404739521677,7.29243815643583e-09,5.98224027176071e-07,"NLGN1","neuroligin 1"
"64641",316.614430780605,-3.68757135622109,0.635151735989509,-5.80581166243085,6.40549329317096e-09,5.3440894257834e-07,"EBF2","EBF transcription factor 2"
"9951",59.4539814415618,-3.68425480607223,1.11976617235215,-3.29020013020503,0.0010011614892968,0.00682214830856133,"HS3ST4","heparan sulfate-glucosamine 3-sulfotransferase 4"
"8200",35.6605384590957,-3.67161785329547,0.839270398956213,-4.3747734435312,1.21558660360243e-05,0.000217254247495252,"GDF5","growth differentiation factor 5"
"283383",335.587117969128,-3.66267197643021,0.411573699915895,-8.89918859533219,5.62564324703445e-19,1.37870451876697e-15,"ADGRD1","adhesion G protein-coupled receptor D1"
"5648",98.3705655585867,-3.65925668599333,0.398582661281223,-9.18067201977838,4.2840939732404e-20,1.46588389544786e-16,"MASP1","MBL associated serine protease 1"
"220296",76.1836755763589,-3.65587832574424,0.675081640046965,-5.41546104777772,6.11309797404037e-08,3.36666850783807e-06,"HEPACAM","hepatic and glial cell adhesion molecule"
"223117",198.608671728458,-3.6553929865275,0.846135217356484,-4.32010500395879,1.55954974333253e-05,0.000264731881106299,"SEMA3D","semaphorin 3D"
"63982",32.2072317169721,-3.6516058589195,0.610447484974345,-5.98185093525771,2.2061612854455e-09,2.24113980116293e-07,"ANO3","anoctamin 3"
"5740",1950.09696916599,-3.64972602928068,0.504827464824266,-7.22965029359322,4.84239343596796e-13,2.15772649330881e-10,"PTGIS","prostaglandin I2 synthase"
"9312",21.7284122021329,-3.64216810022604,1.06567746924737,-3.41770207715689,0.00063152193510217,0.00482843715278158,"KCNB2","potassium voltage-gated channel subfamily B member 2"
"4969",1014.03883504224,-3.63585792830316,0.616897351430838,-5.89378106401351,3.77457211826058e-09,3.54087372969459e-07,"OGN","osteoglycin"
"1645",545.322656747363,-3.60983613879891,0.934838810659067,-3.86145300948081,0.000112714692732517,0.00125704451974615,"AKR1C1","aldo-keto reductase family 1 member C1"
"2555",26.5208953251382,-3.60182140005566,0.918243171008893,-3.9225136802251,8.76299160841249e-05,0.00101962737967083,"GABRA2","gamma-aminobutyric acid type A receptor subunit alpha2"
"443",50.7577352475227,-3.59258488861723,0.764347446394258,-4.70019871926692,2.5990844757424e-06,6.52466712309929e-05,"ASPA","aspartoacylase"
"64344",430.668819959773,-3.58961583720543,0.821645984333609,-4.36881078426588,1.24924943717178e-05,0.000221610720641195,"HIF3A","hypoxia inducible factor 3 subunit alpha"
"9890",119.715414953341,-3.58885799705495,0.639837931239182,-5.60901100393402,2.03486086991917e-08,1.36628363752176e-06,"PLPPR4","phospholipid phosphatase related 4"
"84935",543.852074463686,-3.58755733634746,0.507762558226563,-7.06542315541647,1.60127279811568e-12,5.60617044283143e-10,"MEDAG","mesenteric estrogen dependent adipogenesis"
"5077",23.260202242814,-3.58641325689118,0.969074377959687,-3.70086480301141,0.000214865938719057,0.00210003070514747,"PAX3","paired box 3"
"6329",687.609888084529,-3.5849910676567,0.75445418968895,-4.75176772380936,2.01645937936961e-06,5.37908530564491e-05,"SCN4A","sodium voltage-gated channel alpha subunit 4"
"3977",1758.40557274909,-3.58443926951833,0.50719365968754,-7.06720046880425,1.58090494598005e-12,5.60617044283143e-10,"LIFR","LIF receptor subunit alpha"
"2690",636.24824543557,-3.58311424570331,0.719760164943794,-4.97820582496826,6.41763906807314e-07,2.1882475055416e-05,"GHR","growth hormone receptor"
"5138",2095.2316409578,-3.56895442611811,0.57738373057344,-6.18125215023557,6.35951443243538e-10,8.14932287335478e-08,"PDE2A","phosphodiesterase 2A"
"145820",58.9359865255935,-3.56631688571773,0.746101703409973,-4.77993398141069,1.75352766120684e-06,4.8422061022002e-05,"LINC00924","long intergenic non-protein coding RNA 924"
"7499",191.241950151865,-3.56376293188997,0.700906329162279,-5.0845067074075,3.68582744018516e-07,1.40757461885245e-05,"XG","Xg glycoprotein (Xg blood group)"
"154",320.260114143325,-3.5624531134137,0.56614569507169,-6.29246701763332,3.12459733219791e-10,4.50447465404942e-08,"ADRB2","adrenoceptor beta 2"
"8436",2184.16315665875,-3.55825845979486,0.890928073261409,-3.9938784808623,6.50011866362186e-05,0.000806590674170697,"CAVIN2","caveolae associated protein 2"
"80760",4358.06455001318,-3.55361750023586,0.682930992213946,-5.2034796205626,1.95591210606768e-07,8.52169172256956e-06,"ITIH5","inter-alpha-trypsin inhibitor heavy chain 5"
"81575",2292.36752490021,-3.54992035302408,0.737760800294691,-4.81174975900874,1.4961461213079e-06,4.28225413932302e-05,"APOLD1","apolipoprotein L domain containing 1"
"7049",2671.1447202879,-3.54830316503342,0.591762779441602,-5.99615806925482,2.02040366999063e-09,2.11829060715702e-07,"TGFBR3","transforming growth factor beta receptor 3"
"117248",1443.30576193237,-3.54601897699879,0.681661259280802,-5.20202509489841,1.97128599262223e-07,8.5696304149338e-06,"GALNT15","polypeptide N-acetylgalactosaminyltransferase 15"
"58480",649.011186847935,-3.54286979486784,0.626579734960641,-5.65429999916993,1.56482689093145e-08,1.10648851339898e-06,"RHOU","ras homolog family member U"
"2273",5708.69771288613,-3.53453619693199,0.759926622095747,-4.6511545906687,3.3008176831932e-06,7.90181092755627e-05,"FHL1","four and a half LIM domains 1"
"1357",14.4369036722502,-3.53373086817021,0.708919414017703,-4.9846721620209,6.20669598037858e-07,2.1348856384439e-05,"CPA1","carboxypeptidase A1"
"26507",199.042554924686,-3.53290278204065,0.737141494712998,-4.79270643069166,1.64546318890009e-06,4.60213285043868e-05,"CNNM1","cyclin and CBS domain divalent metal cation transport mediator 1"
"2920",413.418244436216,-3.52542280351926,0.951178593667095,-3.70637315325572,0.000210248461945598,0.00206416191532569,"CXCL2","C-X-C motif chemokine ligand 2"
"4360",360.403249819562,-3.52526657063502,0.601625418950659,-5.8595705227743,4.64065779169147e-09,4.08003303425574e-07,"MRC1","mannose receptor C-type 1"
"2890",32.9151812226654,-3.51559547736694,1.07683356023216,-3.26475288958212,0.00109559612722206,0.00733364891441303,"GRIA1","glutamate ionotropic receptor AMPA type subunit 1"
"164284",742.457923002808,-3.51307830548508,0.698094473806648,-5.03238234551345,4.844219061239e-07,1.73630272238852e-05,"APCDD1L","APC down-regulated 1 like"
"3745",500.653869188053,-3.51299138701819,0.97528726073719,-3.6020068429509,0.000315770050264757,0.00282951901530659,"KCNB1","potassium voltage-gated channel subfamily B member 1"
"221303",52.3422470139889,-3.51266724158926,0.782419050608345,-4.48949605567259,7.13918692659069e-06,0.000142781929745165,"FAM162B","family with sequence similarity 162 member B"
"168667",134.958522387141,-3.51055504148731,0.592838857862554,-5.9216007772237,3.18822833126146e-09,3.06413748346628e-07,"BMPER","BMP binding endothelial regulator"
"220965",156.685245621127,-3.50667782428108,0.610874227141927,-5.74042522744434,9.44391126576361e-09,7.28965843608509e-07,"FAM13C","family with sequence similarity 13 member C"
"729648",42.8736305816287,-3.50273323752709,0.910338686649898,-3.84772534540673,0.000119219600571407,0.00131685605002987,"ZNF812P","zinc finger protein 812, pseudogene"
"64321",1492.64215049545,-3.50251057716802,0.765912248518221,-4.57299198954474,4.80808527924293e-06,0.000105091772558347,"SOX17","SRY-box transcription factor 17"
"6586",7103.50320927781,-3.475638119116,0.622662741710216,-5.58189511961122,2.37911837996473e-08,1.54327520450959e-06,"SLIT3","slit guidance ligand 3"
"57124",6346.6672361079,-3.46464713372891,0.494580879218464,-7.00521851795755,2.46600644876283e-12,7.9259872843351e-10,"CD248","CD248 molecule"
"2318",2271.05479221399,-3.45787546383888,0.408658911515942,-8.46151978189271,2.63915287621252e-17,3.6959450922159e-14,"FLNC","filamin C"
"1821",81.4213932456986,-3.45734895296671,0.963137856379822,-3.58967195616416,0.000331094362986494,0.00292670697958215,"DRP2","dystrophin related protein 2"
"100289473",53.9442881451789,-3.45315673200445,0.947487617700746,-3.64454022141648,0.000267870243368719,0.00249732001497247,"LOC100289473","cytoskeleton associated protein 2-like pseudogene"
"284654",291.244492463824,-3.44662178637075,0.97452521019633,-3.53671895843144,0.000405130524246143,0.00344448788307454,"RSPO1","R-spondin 1"
"3788",5.76120910983635,-3.44341943649069,1.06714026588332,-3.22677303685137,0.00125194722699861,0.00818462065106196,"KCNS2","potassium voltage-gated channel modifier subfamily S member 2"
"8839",1606.10336277796,-3.4385573943143,0.609629979845498,-5.64040074798447,1.69654839734173e-08,1.17121577036204e-06,"CCN5","cellular communication network factor 5"
"57526",278.813250217507,-3.43596048565145,0.65741602910637,-5.2264628994854,1.72783469223477e-07,7.73422990318605e-06,"PCDH19","protocadherin 19"
"10350",571.388548042308,-3.43468794070364,0.633174636840409,-5.42455073349589,5.81004867855405e-08,3.24535083737124e-06,"ABCA9","ATP binding cassette subfamily A member 9"
"4558",48.5864780464189,-3.42885934248995,0.654953225883455,-5.23527361494376,1.64740633230624e-07,7.4939787821801e-06,"TRNF","tRNA-Phe"
"80731",83.6912669538738,-3.42780026207555,0.729024315664394,-4.7019011415986,2.57750292824681e-06,6.48710172159268e-05,"THSD7B","thrombospondin type 1 domain containing 7B"
"79689",1662.68213592584,-3.42736628760467,0.857905924359975,-3.99503743975378,6.46840302643938e-05,0.00080418205286221,"STEAP4","STEAP4 metalloreductase"
"56062",36.0756905689145,-3.42368814384889,0.59428135102621,-5.76105600139872,8.3589297745157e-09,6.54894319030343e-07,"KLHL4","kelch like family member 4"
"256158",1398.75396836906,-3.42292269633135,0.383265034333452,-8.93095479550923,4.22347662268255e-19,1.18293546663306e-15,"HMCN2","hemicentin 2"
"2038",17.9567143154561,-3.4175897458162,0.918042461231535,-3.72269245720026,0.000197109557287994,0.00196069506858875,"EPB42","erythrocyte membrane protein band 4.2"
"27147",579.77618946587,-3.4175299365122,0.576207807310294,-5.93107190349441,3.00963369540633e-09,2.92113258574933e-07,"DENND2A","DENN domain containing 2A"
"154197",157.90222503191,-3.40902640619968,0.992578062643719,-3.43451717754046,0.00059361044800953,0.00461106435961761,"PNLDC1","PARN like ribonuclease domain containing exonuclease 1"
"1805",2416.17925546247,-3.39518645419068,0.798518326346134,-4.25185790002641,2.12004369382443e-05,0.000337931517570095,"DPT","dermatopontin"
"196047",202.546319280079,-3.39242151533904,0.567844221711831,-5.97421156300966,2.31205602488725e-09,2.32462412430459e-07,"EMX2OS","EMX2 opposite strand/antisense RNA"
"79442",83.977153926623,-3.38734194395275,0.79907043152095,-4.23910310071827,2.24414581503452e-05,0.000352271600076596,"LRRC2","leucine rich repeat containing 2"
"2681",212.382802516951,-3.38645537466984,0.599181501382292,-5.6518022783704,1.5877416793681e-08,1.11574420665559e-06,"GGTA1","glycoprotein alpha-galactosyltransferase 1 (inactive)"
"9071",19.597241055861,-3.38171696174455,1.04835424915718,-3.22573878482704,0.00125647975222013,0.00819785092247184,"CLDN10","claudin 10"
"9464",97.4711027344865,-3.3804778133661,0.73977618989442,-4.56959531753592,4.88666880394008e-06,0.000106217326574334,"HAND2","heart and neural crest derivatives expressed 2"
"284",339.864515181327,-3.37439978636565,0.723644201145077,-4.66306477827926,3.11534635384949e-06,7.55934166009569e-05,"ANGPT1","angiopoietin 1"
"7450",24928.1065998807,-3.37179483065431,0.609271552924834,-5.53414124534104,3.12756870095455e-08,1.93435684387744e-06,"VWF","von Willebrand factor"
