"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbolsTNBC.SYMBOL","symbolsTNBC.GENENAME"
"79594",876.887759339908,-1.00771368280057,0.235236510571785,-4.28383196278139,1.83701674534945e-05,0.000119576860256711,"MUL1","mitochondrial E3 ubiquitin protein ligase 1"
"163933",52.7185478665288,-1.90143895817597,0.495073063096964,-3.84072392523518,0.000122672014081005,0.000632423746534889,"FAM43B","family with sequence similarity 43 member B"
"65018",1247.0032905251,-2.05197532153848,0.352122522792972,-5.82744695017686,5.62817323457043e-09,9.31976050988073e-08,"PINK1","PTEN induced kinase 1"
"57576",123.676082099955,-2.50717385852757,0.492854299513639,-5.08704877080653,3.63678335944749e-07,3.76069485998563e-06,"KIF17","kinesin family member 17"
"401944",246.698401769158,-2.66631191545318,0.554055683319541,-4.81235369607324,1.49163063295455e-06,1.30093016858127e-05,"LDLRAD2","low density lipoprotein receptor class A domain containing 2"
"3339",42371.1034922909,-3.29353795942551,0.429384078581881,-7.67037746323294,1.71490929297052e-14,9.77398592964536e-13,"HSPG2","heparan sulfate proteoglycan 2"
"3399",1092.57724612214,-2.0926732811713,0.491914252523793,-4.25414240476816,2.09851725402492e-05,0.0001344559780471,"ID3","inhibitor of DNA binding 3"
"57134",648.661956408892,-2.7638447740984,0.510667326469149,-5.41222167709093,6.22475609357864e-08,8.00279134234117e-07,"MAN1C1","mannosidase alpha class 1C member 1"
"79927",207.831550596152,-3.65924279463465,0.686153663680379,-5.33297858530299,9.66147092703779e-08,1.17289658820745e-06,"FAM110D","family with sequence similarity 110 member D"
"2268",516.508050171485,-1.07707776646694,0.320688240082383,-3.35864441486924,0.000783257829701716,0.00316137503083545,"FGR","FGR proto-oncogene, Src family tyrosine kinase"
"5724",493.388899416455,-1.18763674984567,0.353803562770849,-3.35676876893091,0.000788590338142607,0.00317933419075138,"PTAFR","platelet activating factor receptor"
"399474",383.810202081017,-2.96197257786718,0.59652052329469,-4.96541604554975,6.85539448053609e-07,6.56604124012655e-06,"TMEM200B","transmembrane protein 200B"
"9672",5933.56248885821,-1.24775899054859,0.403805118968847,-3.09000290470526,0.00200154537846049,0.00705669819998138,"SDC3","syndecan 3"
"64129",4337.18768446486,-2.06998488236038,0.540303903301881,-3.83114922862925,0.00012754611396878,0.000653940666964411,"TINAGL1","tubulointerstitial nephritis antigen like 1"
"3061",15.1155088881497,-2.45417891911407,0.780297489829256,-3.14518366533653,0.00165982590291867,0.00601414648911909,"HCRTR1","hypocretin receptor 1"
"1307",8649.01345457363,-2.0568407335076,0.398890528419662,-5.15640404312548,2.51737393813571e-07,2.72382082953028e-06,"COL16A1","collagen type XVI alpha 1 chain"
"576",1603.35945642834,-1.56141183229752,0.479801298297106,-3.2542884686624,0.00113676783555856,0.00435124787782072,"ADGRB2","adhesion G protein-coupled receptor B2"
"339483",650.289114088483,-1.95098788331957,0.398738930515526,-4.89289541103286,9.93632166662884e-07,9.10334217737967e-06,"MTMR9LP","myotubularin related protein 9 like, pseudogene"
"81493",142.044758447084,-2.10706646628055,0.692522322032446,-3.04259718314442,0.00234546068330145,0.00808032018218384,"SYNC","syncoilin, intermediate filament protein"
"2701",1050.12221199867,-3.39434628816777,0.653751369113817,-5.19210581963128,2.0792875992392e-07,2.30971743176679e-06,"GJA4","gap junction protein alpha 4"
"2899",732.238696525682,-3.64684275013067,0.898425681255966,-4.0591479364576,4.92521046574467e-05,0.000285733575257135,"GRIK3","glutamate ionotropic receptor kainate type subunit 3"
"7802",397.294203637891,-2.78711688370879,0.451294154428906,-6.17583200747586,6.58159408785526e-10,1.38305180800097e-08,"DNALI1","dynein axonemal light intermediate chain 1"
"284654",291.244492463824,-5.64927885946644,0.952280031287989,-5.93237143891972,2.98590173374485e-09,5.28353694871854e-08,"RSPO1","R-spondin 1"
"26508",578.485286451568,-2.13743400610982,0.437995010959845,-4.88004190144938,1.06063303732744e-06,9.65402568702034e-06,"HEYL","hes related family bHLH transcription factor with YRPW motif like"
"149461",119.210734366932,-4.06773518123181,0.808868046482725,-5.0289230720881,4.93242212105609e-07,4.91617139804503e-06,"CLDN19","claudin 19"
"114625",497.354267603117,-1.1680715493439,0.260623376171237,-4.48183722620659,7.40031800367972e-06,5.35192308300054e-05,"ERMAP","erythroblast membrane associated protein (Scianna blood group)"
"7075",2908.0307719838,-3.84874570677325,0.496875566645821,-7.74589447566191,9.49113100095243e-15,5.70807099400839e-13,"TIE1","tyrosine kinase with immunoglobulin like and EGF like domains 1"
"57643",117.776818424427,-2.0301479081877,0.497746159220987,-4.07868121245785,4.52918917703216e-05,0.000265707010786633,"ZSWIM5","zinc finger SWIM-type containing 5"
"10103",679.804941734209,-2.37639136233712,0.601714658385998,-3.94936591491954,7.83584895805009e-05,0.000428295663985308,"TSPAN1","tetraspanin 1"
"541468",54.5202882962508,-3.31558295691376,0.549975196410409,-6.02860452353849,1.65381424546925e-09,3.14497401519595e-08,"LURAP1","leucine rich adaptor protein 1"
"148932",645.848876512782,-1.78493524092075,0.35008221212984,-5.09861735065461,3.4214339546997e-07,3.56447334002031e-06,"MOB3C","MOB kinase activator 3C"
"9813",2312.94842500375,-1.53978285702887,0.287016967865483,-5.36477988907795,8.10479927252375e-08,1.00635018706207e-06,"EFCAB14","EF-hand calcium binding domain 14"
"1580",956.931067397877,-4.74770544154096,0.955644292707478,-4.96806759352899,6.76233929653911e-07,6.48641997299148e-06,"CYP4B1","cytochrome P450 family 4 subfamily B member 1"
"1579",8.01909628863607,-4.17298946515535,0.897773412483973,-4.64815443087077,3.34918135535959e-06,2.67470670685051e-05,"CYP4A11","cytochrome P450 family 4 subfamily A member 11"
"260293",402.835356519959,-3.28141648997188,0.90627071417961,-3.62079060774058,0.000293704148793614,0.00135363505906149,"CYP4X1","cytochrome P450 family 4 subfamily X member 1"
"6886",252.733380290642,-4.29057266458748,0.58245600561473,-7.36634633899802,1.75367866235601e-13,8.1863390128933e-12,"TAL1","TAL bHLH transcription factor 1, erythroid differentiation factor"
"388630",355.731135037558,-3.1857142905824,0.652839327905115,-4.87978305597027,1.06202598533216e-06,9.6622187788503e-06,"TRABD2B","TraB domain containing 2B"
"79656",106.986349480765,-1.17220029607726,0.307113506123895,-3.81683082216638,0.000135176788998214,0.000688204654660862,"BEND5","BEN domain containing 5"
"26994",1614.68525416164,-1.06786677562873,0.33625884191495,-3.17572846426096,0.00149460779607825,0.00549573901911293,"RNF11","ring finger protein 11"
"127435",3945.39670075022,-4.80134627597099,0.555872536630264,-8.63749503632086,5.74589538465779e-18,7.46053145109938e-16,"PODN","podocan"
"6512",143.277477591412,-5.16104785914786,0.605303833440106,-8.52637563819185,1.51004355264889e-17,1.79429781171116e-15,"SLC1A7","solute carrier family 1 member 7"
"8613",2599.83087540426,-3.43653150507208,0.484811729218125,-7.08838358885069,1.35687446072352e-12,5.17565771925007e-11,"PLPP3","phospholipid phosphatase 3"
"1600",10.1195747431927,-3.31712112763466,0.785158702881038,-4.22477788944186,2.39176553743915e-05,0.000150684303107429,"DAB1","DAB adaptor protein 1"
"3725",22440.9937706577,-2.65560090698449,0.508623708538833,-5.22115045445573,1.77814999689861e-07,2.02100920806922e-06,"JUN","Jun proto-oncogene, AP-1 transcription factor subunit"
"100996570",8.57979439561142,-4.19585685088308,1.25630736057957,-3.33983305562057,0.000838287660647394,0.00335075797648375,"NFIA-AS2","NFIA antisense RNA 2"
"4774",3866.7908210047,-3.45911552040992,0.32134861193951,-10.7643705057019,5.07068950142491e-27,4.32243210282334e-24,"NFIA","nuclear factor I A"
"54596",57.5205793565609,-2.74664579990395,0.924994385930444,-2.96936483256719,0.00298416065637201,0.00986634971818375,"L1TD1","LINE1 type transposase domain containing 1"
"5236",1374.45297294769,-1.55051403204668,0.383459144156581,-4.04349213123354,5.26609243837924e-05,0.000301980135556781,"PGM1","phosphoglucomutase 1"
"57685",787.294638683469,-2.07482600059196,0.45965323487918,-4.51389404697071,6.36480235651972e-06,4.66847418637956e-05,"CACHD1","cache domain containing 1"
"3716",4092.44724344669,-1.16972305454918,0.168668533978889,-6.93504014622902,4.06105816670981e-12,1.40922312241615e-10,"JAK1","Janus kinase 1"
"101927084",37.4125576002361,-1.43281007019772,0.416790411010674,-3.43772321134573,0.000586627004337507,0.00246079234384515,"LINC01359","long intergenic non-protein coding RNA 1359"
"205",752.568337018417,-2.57491912666701,0.420459092981402,-6.1240657406377,9.12172315465722e-10,1.84371653783721e-08,"AK4","adenylate kinase 4"
"54741",2488.64756377263,-2.12162102035108,0.362125578109697,-5.85879912550221,4.66226225956814e-09,7.88002705699078e-08,"LEPROT","leptin receptor overlapping transcript"
"3953",753.610147454761,-4.58886439743004,0.478641101950561,-9.58727610046332,9.04411260148518e-22,2.68664957067755e-19,"LEPR","leptin receptor"
"55970",2273.82670481792,-2.60310804721101,0.263502545091938,-9.87887250312048,5.14080568199647e-23,1.9017101170042e-20,"GNG12","G protein subunit gamma 12"
"100289178",33.0973718964929,-3.01581612877009,0.732610697274513,-4.11653302359582,3.84614242604985e-05,0.000229052808054118,"GNG12-AS1","GNG12, DIRAS3 and WLS antisense RNA 1"
"79971",1294.84681898057,-3.54051040659185,0.486653681315439,-7.2752155023707,3.45867867879079e-13,1.53418222118489e-11,"WLS","Wnt ligand secretion mediator"
"5733",602.992393997109,-4.43999944240553,0.470373106422702,-9.43931398666214,3.75227942016061e-21,9.94151220427958e-19,"PTGER3","prostaglandin E receptor 3"
"257194",522.733148634287,-3.30852830741108,0.689798457699664,-4.79636953443523,1.6156710348845e-06,1.39607079373933e-05,"NEGR1","neuronal growth regulator 1"
"256435",98.5929699900528,-3.37552969701944,0.525021254671628,-6.42932008368052,1.28175969283406e-10,3.1610289984534e-09,"ST6GALNAC3","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
"10026",526.137733863585,-1.34373780988482,0.308603035109626,-4.35425986464289,1.33517248543252e-05,9.00495072218437e-05,"PIGK","phosphatidylinositol glycan anchor biosynthesis class K"
"26289",503.252280798627,-2.7407403217211,0.82032784053686,-3.34103048352892,0.000834680582106215,0.0033397443862805,"AK5","adenylate kinase 5"
"374987",32.7727902492279,-1.94528352738421,0.514564875960319,-3.78044366855351,0.000156549137857424,0.0007819878718045,"NEXN-AS1","NEXN antisense RNA 1"
"91624",731.237224166403,-1.85628030328022,0.482172503488215,-3.84982613038113,0.000118201702081126,0.000612761124009138,"NEXN","nexilin F-actin binding protein"
"54810",88.0584782440766,-3.07249988278647,0.691554913351745,-4.44288634707987,8.87600568547639e-06,6.28468643804442e-05,"GIPC2","GIPC PDZ domain containing family member 2"
"5737",93.2331306127734,-2.59194226934944,0.774316444424757,-3.34739406351495,0.000815751596940216,0.00327616304741883,"PTGFR","prostaglandin F receptor"
"64123",1196.89039683448,-3.59643264236916,0.661576603287836,-5.43615452012053,5.44427460096076e-08,7.10182620269039e-07,"ADGRL4","adhesion G protein-coupled receptor L4"
"23266",901.413934089461,-2.27088419100678,0.40213909914879,-5.64701168280719,1.63260740150127e-08,2.42124816292239e-07,"ADGRL2","adhesion G protein-coupled receptor L2"
"3491",9267.98970982923,-2.64399635080271,0.720590448151579,-3.6692081578169,0.000243302914630154,0.00114833821479028,"CCN1","cellular communication network factor 1"
"105378828",28.7872287320016,-2.6880252054098,0.569456196203272,-4.72033709235519,2.35454116890741e-06,1.95358164018615e-05,"CLCA4-AS1","CLCA4 antisense RNA 1"
"51100",2365.78520469746,-1.54777148198844,0.240203598641875,-6.44358157304734,1.16686507055556e-10,2.90724165188735e-09,"SH3GLB1","SH3 domain containing GRB2 like, endophilin B1"
"2634",1986.81543763379,-1.4561129739569,0.369494078000775,-3.94082898929127,8.12005012723381e-05,0.000441613599984871,"GBP2","guanylate binding protein 2"
"84230",567.825414506587,-1.86203733295975,0.38602091345038,-4.82366956835643,1.40940837523783e-06,1.2402540666478e-05,"LRRC8C","leucine rich repeat containing 8 VRAC subunit C"
"7049",2671.1447202879,-4.70364388039358,0.575148414224957,-8.17813935335628,2.88260288211419e-16,2.47878561871626e-14,"TGFBR3","transforming growth factor beta receptor 3"
"388650",276.576798436907,-1.55771899229638,0.313290247316448,-4.97212730252327,6.62221952777296e-07,6.36598947760364e-06,"DIPK1A","divergent protein kinase domain 1A"
"2152",649.402320806812,-3.0532043094364,0.492111199217883,-6.20429755366041,5.49417478404299e-10,1.17518947253636e-08,"F3","coagulation factor III, tissue factor"
"729970",62.4919786769364,-2.12003360909552,0.651468550616303,-3.25423784016884,0.00113697046200528,0.00435124787782072,"CNN3-DT","CNN3 divergent transcript"
"148534",211.898053401592,-1.17526460858703,0.327771314755385,-3.58562374338379,0.000336273502784521,0.00152227621694605,"TLCD4","TLC domain containing 4"
"1806",585.391236763869,-2.90872871085721,0.356799970109343,-8.15226724925402,3.57163909009933e-16,3.03140935067046e-14,"DPYD","dihydropyrimidine dehydrogenase"
"9890",119.715414953341,-3.54227483264018,0.617605842003398,-5.73549437477745,9.72283193821227e-09,1.51170375083735e-07,"PLPPR4","phospholipid phosphatase related 4"
"54873",1882.26141773303,-3.33167057398599,0.604970965169053,-5.50715780724286,3.64673339343199e-08,4.98242891370227e-07,"PALMD","palmdelphin"
"54112",22.5946978779052,-4.25784544617562,0.97812634285039,-4.35306285051857,1.34248642313602e-05,9.04494460893634e-05,"GPR88","G protein-coupled receptor 88"
"101928334",25.7641919066329,-3.93704553498236,0.827438124168542,-4.75811473992515,1.95409419248447e-06,1.66140376139855e-05,"LOC101928334","uncharacterized LOC101928334"
"101928370",43.7943280328311,-2.98141548566681,0.505136832901821,-5.90219380467604,3.58699434886095e-09,6.20164119962679e-08,"S1PR1-DT","S1PR1 divergent transcript"
"1901",1837.43919168626,-4.09935269819822,0.6518801084129,-6.28850711241783,3.20533385998228e-10,7.16576689382127e-09,"S1PR1","sphingosine-1-phosphate receptor 1"
"284612",47.0319658312458,-2.1136908316098,0.618658567714309,-3.41657085493703,0.000634151589265006,0.00263303177872294,"SYPL2","synaptophysin like 2"
"2948",587.653757380335,-2.46859051318106,0.322670631734381,-7.65049642079968,2.00204911563037e-14,1.12470415361172e-12,"GSTM4","glutathione S-transferase mu 4"
"2946",875.57881986729,-2.06525728035207,0.581453848159007,-3.55188513566652,0.000382481789297418,0.00170469151192661,"GSTM2","glutathione S-transferase mu 2"
"2944",352.867018137296,-7.54080253279968,2.10910162679951,-3.57536234242188,0.000349743165426107,0.00157525028746709,"GSTM1","glutathione S-transferase mu 1"
"2949",207.276654206568,-5.71469253426033,0.89284331996275,-6.4005547294667,1.54813444287243e-10,3.72883585834852e-09,"GSTM5","glutathione S-transferase mu 5"
"2947",1441.33949979889,-2.96257744056273,0.76148217862503,-3.89054074241384,0.000100021080658751,0.000531008206714183,"GSTM3","glutathione S-transferase mu 3"
"1435",3295.87347303919,-2.77603190874206,0.307479027969094,-9.02836179455168,1.74260862372986e-19,3.41655846768476e-17,"CSF1","colony stimulating factor 1"
"3749",685.263862526232,-1.39307642985082,0.410153096570981,-3.39647912327717,0.000682587640705465,0.00280797593027095,"KCNC4","potassium voltage-gated channel subfamily C member 4"
"9122",242.212821741374,-1.24441089888086,0.356039468542713,-3.49514873722933,0.000473797643448401,0.00204790048444651,"SLC16A4","solute carrier family 16 member 4"
"84432",14.1335447787867,-4.08987928911051,0.844958421351967,-4.84033200422636,1.29622392913162e-06,1.15150731103555e-05,"PROK1","prokineticin 1"
"55924",324.733350317898,-2.39951750581821,0.548082435380235,-4.37802299603622,1.19760716677663e-05,8.1755870862892e-05,"INKA2","inka box actin regulator 2"
"3752",106.883951142564,-3.39111056032192,0.758442189888056,-4.47115232450669,7.77992584488337e-06,5.59139391916361e-05,"KCND3","potassium voltage-gated channel subfamily D member 3"
"204851",1485.87790298486,-1.05580268561109,0.223981130464541,-4.71380193242768,2.43137011318738e-06,2.01221791638462e-05,"HIPK1","homeodomain interacting protein kinase 1"
"56944",1508.57122431926,-3.51878472287343,0.423575721653349,-8.30733335975561,9.78766921633406e-17,9.05174729506818e-15,"OLFML3","olfactomedin like 3"
"845",159.267572479343,-5.14288375187757,0.964716895924299,-5.33097717434518,9.76856978613199e-08,1.18248127739111e-06,"CASQ2","calsequestrin 2"
"6913",454.526452016588,-3.90560126806044,0.574132732452734,-6.80261035000643,1.02740261780493e-11,3.24891221365861e-10,"TBX15","T-box transcription factor 15"
"128102",24.4603636794887,-2.32496672142765,0.707647431661115,-3.28548740150173,0.00101806095105785,0.00395876695883385,"HSD3BP4","hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 4"
"644242",25.0020470051764,-2.07802936293823,0.609068742461351,-3.41181416491767,0.000645320909755776,0.00267148685740535,"LINC00622","long intergenic non-protein coding RNA 622"
"3158",273.323673437284,-4.88722833850017,1.5127958734494,-3.23059338293709,0.00123533543109689,0.00466396812287418,"HMGCS2","3-hydroxy-3-methylglutaryl-CoA synthase 2"
"128077",857.381404724672,-1.38967943984442,0.424232096701873,-3.27575270859577,0.00105380788827529,0.00407916238055783,"LIX1L","limb and CNS expressed 1 like"
"10628",19800.9260697836,-3.78135186034991,0.455010483076064,-8.31047195833021,9.53221892353819e-17,8.85728361208008e-15,"TXNIP","thioredoxin interacting protein"
"2702",837.303118053661,-2.77259444000198,0.705680889089036,-3.92896347750203,8.5312794053717e-05,0.000461291406568443,"GJA5","gap junction protein alpha 5"
"101954273",5.19961785992485,-3.20297927942983,1.07118405804989,-2.99012971240526,0.0027885900139589,0.00933147223309066,"RNVU1-1","RNA, variant U1 small nuclear 1"
"1893",1732.3202374092,-1.93901775240365,0.456003743672116,-4.25219700344803,2.11683515599225e-05,0.000135451637956649,"ECM1","extracellular matrix protein 1"
"1513",5095.00656931547,-2.409539188897,0.500880314564341,-4.81060868002525,1.50471358688787e-06,1.31059149642486e-05,"CTSK","cathepsin K"
"101928034",39.7733040192157,-3.45297004646255,0.825468402243839,-4.18304327225182,2.87632617391423e-05,0.000177170125560045,"LOC101928034","uncharacterized LOC101928034"
"4881",2335.13239703664,-5.02532390922791,0.640910520049124,-7.84091343802991,4.47280706253544e-15,2.95265505953097e-13,"NPR1","natriuretic peptide receptor 1"
"126669",627.285801506622,-4.11753247595847,0.650609526012645,-6.32873069226847,2.47186090159909e-10,5.68818131886758e-09,"SHE","Src homology 2 domain containing E"
"126668",159.591740983341,-2.32322989342486,0.661274113494734,-3.51326302665462,0.000442639058804714,0.00193411664518057,"TDRD10","tudor domain containing 10"
"23208",418.992131525465,-1.7655348837343,0.412746791362501,-4.27752539978849,1.88982400483913e-05,0.000122769680049291,"SYT11","synaptotagmin 11"
"375033",1348.99584905075,-4.28910753160507,0.486615430846564,-8.8141626009338,1.20582941775677e-18,1.87630885432851e-16,"PEAR1","platelet endothelial aggregation receptor 1"
"55243",2331.38668289844,-1.11244679356022,0.373074182079995,-2.98183805525756,0.00286523518261569,0.00954883579642414,"KIRREL1","kirre like nephrin family adhesion molecule 1"
"6708",8.67647979682232,-2.25039766950786,0.675528421896054,-3.33131456288917,0.000864368675247869,0.00343748727117844,"SPTA1","spectrin alpha, erythrocytic 1"
"57863",287.77998877182,-3.43659465594597,0.948138566769828,-3.62457005377806,0.000289442559345222,0.00133675857125627,"CADM3","cell adhesion molecule 3"
"100131825",71.6266066691484,-3.92098725129241,0.967858096950079,-4.05120054649359,5.09555094634183e-05,0.000293401973139436,"CADM3-AS1","CADM3 antisense RNA 1"
"2532",1588.43296969104,-4.43180829011768,1.08052888369361,-4.10151765214113,4.10449188261451e-05,0.000242973030949699,"ACKR1","atypical chemokine receptor 1 (Duffy blood group)"
"2205",34.1318611149924,-2.12326936419822,0.597088154713314,-3.55604000420623,0.000376486775400226,0.00168102931416462,"FCER1A","Fc epsilon receptor Ia"
"477",480.70782818675,-5.57346579785498,0.713015990192909,-7.81674727427509,5.42057789831421e-15,3.51906788987909e-13,"ATP1A2","ATPase Na+/K+ transporting subunit alpha 2"
"4359",412.843335626156,-5.23802146399762,0.825882877348346,-6.34232965431525,2.2631639259868e-10,5.24486902280109e-09,"MPZ","myelin protein zero"
"25903",2452.10504952312,-2.1131983146054,0.553419426475967,-3.81843898769818,0.000134298788955302,0.000684089908095,"OLFML2B","olfactomedin like 2B"
"4921",3521.0883289486,-3.22237904876948,0.609034389266926,-5.29096403348939,1.21673294628259e-07,1.44053539521838e-06,"DDR2","discoidin domain receptor tyrosine kinase 2"
"8490",4671.65206582615,-4.01603599986572,0.561568095278615,-7.15146753106267,8.58550297911824e-13,3.42254852324757e-11,"RGS5","regulator of G protein signaling 5"
"4009",28.1088747575103,-2.78974227671828,0.908629147040217,-3.07027601503389,0.00213861029459475,0.00746210952764276,"LMX1A","LIM homeobox transcription factor 1 alpha"
"6258",30.1600743728376,-4.2948926839014,1.05986079595456,-4.05231771973718,5.07127319173168e-05,0.000292175674984106,"RXRG","retinoid X receptor gamma"
"1805",2416.17925546247,-5.68822332077527,0.777025730994211,-7.3205083099335,2.47033413998106e-13,1.13427098708358e-11,"DPT","dermatopontin"
"6403",498.588193274246,-3.91522545279396,0.870778726424773,-4.49623461619121,6.91674137259107e-06,5.01700448949391e-05,"SELP","selectin P"
"5396",2555.3188335887,-2.72642972376435,0.45017032999257,-6.05644028963292,1.39166764374072e-09,2.6890322618764e-08,"PRRX1","paired related homeobox 1"
"2327",1452.31809411891,-2.20040633516231,0.679352109843968,-3.23897770136857,0.00119958951591997,0.00455356283622979,"FMO2","flavin containing dimethylaniline monoxygenase 2"
"2326",324.257521546075,-2.51439700972234,0.656906911583842,-3.82763062069172,0.000129382726421861,0.000662490920404022,"FMO1","flavin containing dimethylaniline monoxygenase 1"
"4653",102.561615817765,-8.72864318208258,1.20456958329505,-7.24627560178442,4.28387987029566e-13,1.87059574024536e-11,"MYOC","myocilin"
"63923",608.117368605139,-3.81340748002588,0.694678660969944,-5.48945533277417,4.03175055286639e-08,5.44022720849954e-07,"TNN","tenascin N"
"60676",86.7237647375535,-4.28092822957595,0.534152460917014,-8.01443135210236,1.10647739480777e-15,8.37590571529004e-14,"PAPPA2","pappalysin 2"
"9068",212.628008462364,-4.85142506982763,0.427264833502356,-11.354608873517,7.03540316992736e-30,1.37936114549596e-26,"ANGPTL1","angiopoietin like 1"
"57710",425.437355258462,-2.10895208667217,0.369424937284792,-5.70874316761775,1.13813483441844e-08,1.75288857530305e-07,"KIAA1614","KIAA1614"
"3915",6948.02709300837,-2.01232759299924,0.450023306749741,-4.47160749858295,7.76338182227979e-06,5.58564638560065e-05,"LAMC1","laminin subunit gamma 1"
"23057",412.155668704341,-3.22469068071765,0.62446251409299,-5.16394596623851,2.4179752217651e-07,2.62787262737953e-06,"NMNAT2","nicotinamide nucleotide adenylyltransferase 2"
"23179",841.70297790764,-2.10005742798777,0.403185550884135,-5.20866242201043,1.90206807766673e-07,2.14568163007675e-06,"RGL1","ral guanine nucleotide dissociation stimulator like 1"
"83872",981.602336885414,-3.13153163990597,0.432765725669735,-7.23608976903082,4.61805716117847e-13,1.98556203294002e-11,"HMCN1","hemicentin 1"
"10216",518.393843982721,-4.62190004564879,0.80304612532023,-5.75546024060039,8.64060576943999e-09,1.35794072569183e-07,"PRG4","proteoglycan 4"
"343450",40.6239051063304,-2.76697949018669,0.584201789769766,-4.73634202879994,2.17610216196891e-06,1.82249718016072e-05,"KCNT2","potassium sodium-activated channel subfamily T member 2"
"3075",1927.4976386062,-3.28159728336713,0.646031255253312,-5.07962618941773,3.7817825624183e-07,3.8942031995154e-06,"CFH","complement factor H"
