"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbolHER.SYMBOL","symbolHER.GENENAME"
"9074",47.719136169762,7.77478273601215,1.42110046748662,5.47095924172255,4.47606239034132e-08,5.94564222391815e-07,"CLDN6","claudin 6"
"28900",33.9038868373823,7.61973800359829,2.24523269711171,3.39374088636799,0.00068944893085232,0.00286444919226332,"IGKV1D-17","immunoglobulin kappa variable 1D-17"
"797",17.6858270873885,7.55007729138231,1.25368997235898,6.0222841833662,1.7197259773749e-09,3.19591919548931e-08,"CALCB","calcitonin related polypeptide beta"
"28896",11.9859835603864,7.53880973979435,1.47287795524824,5.11842119228661,3.08103928359478e-07,3.3466402323634e-06,"IGKV1D-33","immunoglobulin kappa variable 1D-33"
"6356",22.4796495378513,7.39506078723296,1.43306246509712,5.16031992138722,2.46528195163456e-07,2.74159489187449e-06,"CCL11","C-C motif chemokine ligand 11"
"404216",16.8433120292571,7.38970689362919,1.21706836363827,6.07172704049146,1.26541892472458e-09,2.4275737219325e-08,"LINC01561","long intergenic non-protein coding RNA 1561"
"219995",38.8149561255386,7.38066540263598,1.46421295388982,5.04070489407197,4.63820234167528e-07,4.82166464002574e-06,"MS4A15","membrane spanning 4-domains A15"
"5004",28.8647583095532,7.35289761527677,1.75224869388937,4.19626371582902,2.71354271505162e-05,0.000173070001533188,"ORM1","orosomucoid 1"
"28791",62.0093720788381,7.34616571860243,1.87916376344348,3.90927382781207,9.25739821158723e-05,0.000504168192601054,"IGLV3-27","immunoglobulin lambda variable 3-27"
"7490",52.4373785733195,7.25022243178892,1.64367997123348,4.41096962832008,1.02908753323967e-05,7.41230351825754e-05,"WT1","WT1 transcription factor"
"26212",11.5399694415002,7.22552160812688,1.85255065216483,3.90030987799624,9.60696444838703e-05,0.000521179150456768,"OR2B6","olfactory receptor family 2 subfamily B member 6"
"100507600",5.03976070705178,7.21720887985341,1.44044110864484,5.01041579314778,5.43125598634913e-07,5.54922081899347e-06,"LCT-AS1","LCT antisense RNA 1"
"378706",2043.8250132069,7.14769608227818,0.374581396485333,19.0818234683955,3.57563841403397e-81,7.01039667455501e-77,"RN7SL2","RNA component of signal recognition particle 7SL2"
"124626",16.3092152307858,7.11208387783599,1.44323807267565,4.92786603436171,8.31325833264503e-07,8.08480867409913e-06,"ZPBP2","zona pellucida binding protein 2"
"1472",11.4973558702699,7.10930991223362,1.64192658184159,4.32985858859767,1.49205124191118e-05,0.000102750813659679,"CST4","cystatin S"
"283867",43.8315170920221,6.91383529970343,1.03971874722553,6.64971687598485,2.93657347813524e-11,8.03419980792453e-10,"LINC00922","long intergenic non-protein coding RNA 922"
"56649",214.190307359558,6.89628141200719,1.06935435487609,6.44901419306073,1.12580021030871e-10,2.70164491105417e-09,"TMPRSS4","transmembrane serine protease 4"
"30010",39.4327320230464,6.87977300453114,1.35141576889807,5.09078935059401,3.56575985769784e-07,3.81398187506949e-06,"NXPH1","neurexophilin 1"
"3167",14.0718440450269,6.80273385571488,2.09422714289019,3.2483266577887,0.00116085916347032,0.00445225146831984,"HMX2","H6 family homeobox 2"
"286380",5.27930530514546,6.79082772383653,1.63128126963257,4.16287972543576,3.14258920772327e-05,0.000196034374822216,"FOXD4L3","forkhead box D4 like 3"
"6029",1487.41006136649,6.78603581244184,0.396477467279251,17.1158170955078,1.13117212058619e-65,1.02397777796539e-61,"RN7SL1","RNA component of signal recognition particle 7SL1"
"50964",5.46156768789282,6.78555009728985,1.74603581137699,3.88626055266215,0.000101800242272004,0.000547270510004091,"SOST","sclerostin"
"374918",17.9379099299093,6.78393549979805,1.22119999197846,5.55513883422768,2.77391197112723e-08,3.86533888457146e-07,"IGFL1","IGF like family member 1"
"101927595",7.3883900859175,6.76081952075511,1.40600644154557,4.80852670441764,1.52046720032907e-06,1.3705875829725e-05,NA,NA
"27299",100.314210838106,6.75359006733344,0.875654301253933,7.7126213594364,1.23259373040324e-14,6.62088566528383e-13,"ADAMDEC1","ADAM like decysin 1"
"2626",28.8475701457102,6.69011999902346,1.32725329083598,5.0405751827593,4.64134740601387e-07,4.82237717235336e-06,"GATA4","GATA binding protein 4"
"28940",112.615843374393,6.67682880519714,1.11150386964206,6.00702254626186,1.88961248101427e-09,3.46888972872339e-08,"IGKV1-12","immunoglobulin kappa variable 1-12"
"618",153.777972945694,6.67607664255202,0.665808100680489,10.0270282619402,1.15954007635727e-23,2.44450997172695e-21,"BCYRN1","brain cytoplasmic RNA 1"
"159296",10.3091634717267,6.62080917508844,1.72381312085179,3.84079288816232,0.000122637553350409,0.000642380943357769,"NKX2-3","NK2 homeobox 3"
"124872",144.870695862705,6.61820454257914,1.78068342613146,3.71666543612258,0.000201869475532828,0.000989958213430873,"B4GALNT2","beta-1,4-N-acetyl-galactosaminyltransferase 2 (SID blood group)"
"10642",26.7384888505068,6.6077864827523,0.804036488602042,8.21826692746382,2.06465024172857e-16,1.48821811174008e-14,"IGF2BP1","insulin like growth factor 2 mRNA binding protein 1"
"1404",40.2129242813377,6.57353267926263,1.23852466573613,5.30755087978452,1.11107996907053e-07,1.339719180418e-06,"HAPLN1","hyaluronan and proteoglycan link protein 1"
"3507",125.835859802646,6.56319343137551,1.04812757279268,6.2618269013649,3.80493172148787e-10,8.09983619234432e-09,"IGHM","immunoglobulin heavy constant mu"
"28919",155.668457293051,6.52972393094445,0.916386763826549,7.12551096185451,1.03695278155315e-12,3.90220657104242e-11,"IGKV2-30","immunoglobulin kappa variable 2-30"
"6716",27.9865972415071,6.49735765332974,0.896875651409234,7.24443532737301,4.34244555359214e-13,1.76269125307925e-11,"SRD5A2","steroid 5 alpha-reductase 2"
"4821",49.856191130312,6.43045496073655,1.11854969753616,5.74892199685088,8.98142386618317e-09,1.42122515189982e-07,"NKX2-2","NK2 homeobox 2"
"63946",7.66331094787555,6.42294631360771,1.62544324493489,3.95150451030666,7.76614082736344e-05,0.000434044917506521,"DMRTC2","DMRT like family C2"
"768",192.743416783278,6.40217155077797,1.00543201756278,6.36758272955857,1.92030478405339e-10,4.33749949264409e-09,"CA9","carbonic anhydrase 9"
"360205",6.13848459270124,6.38892544464207,1.6568522411403,3.85606228847842,0.000115228138407299,0.000610089895115719,"PRAC2","PRAC2 small nuclear protein"
"780854",5.46197795976298,6.38793420775304,1.88573979475734,3.38749504333128,0.000705339916751565,0.00291379991736856,"SNORD3D","small nucleolar RNA, C/D box 3D"
"285548",10.7588192931284,6.32172066226761,1.47428423947928,4.28799311081318,1.80294683799903e-05,0.000121181267417926,"LINC01096","long intergenic non-protein coding RNA 1096"
"11006",8.43299753463374,6.27028693909629,1.10530097027515,5.67292267692063,1.40381603650743e-08,2.13087153913142e-07,"LILRB4","leukocyte immunoglobulin like receptor B4"
"25769",81.4787030175331,6.23521589364599,0.801542475807062,7.77902117709713,7.30878279315932e-15,4.05937664143574e-13,"SLC24A2","solute carrier family 24 member 2"
"100129424",18.6442737958654,6.21327552330742,1.26025340107297,4.93017953216191,8.21540817812726e-07,8.01349715126185e-06,"RPL19P12","ribosomal protein L19 pseudogene 12"
"4321",111.631221775956,6.19559310004063,1.02718837011446,6.03160362821307,1.62340569128324e-09,3.0312849507904e-08,"MMP12","matrix metallopeptidase 12"
"28875",18.1472226080205,6.15092729302317,1.33346316231428,4.61274631865195,3.97383188739947e-06,3.20489296521407e-05,"IGKV3D-15","immunoglobulin kappa variable 3D-15"
"6273",537.298181338101,6.12713940927853,0.84551968250745,7.24659583453818,4.27376817629855e-13,1.74565622634395e-11,"S100A2","S100 calcium binding protein A2"
"7080",4.43285708577843,6.09678631449948,1.7329148514075,3.51822613185383,0.000434441985258933,0.00192315862790396,"NKX2-1","NK2 homeobox 1"
"115350",104.272821076601,6.06946311221842,1.27023546495347,4.77821890482387,1.76854782864717e-06,1.56910758018832e-05,"FCRL1","Fc receptor like 1"
"5475",66.3226485299154,6.0348225138531,0.827009581114113,7.29716154645178,2.93901844002585e-13,1.22600841564142e-11,"PPEF1","protein phosphatase with EF-hand domain 1"
"58157",8.33216879369654,6.01540753212693,1.31181160801046,4.58557272659761,4.52743641936995e-06,3.595176931477e-05,"NGB","neuroglobin"
"79368",55.6221248363405,6.00861426393256,1.09360505347621,5.4943183051625,3.92222503498039e-08,5.26345955070675e-07,"FCRL2","Fc receptor like 2"
"83661",10.0152651573584,5.99059697541187,1.7653052541722,3.39351903091742,0.000690007639338797,0.0028660457983755,"MS4A8","membrane spanning 4-domains A8"
"100422872",13.9649239095817,5.98998120759686,1.07232046765096,5.58599913766319,2.3236038764983e-08,3.31777149058889e-07,"MIR1244-3","microRNA 1244-3"
"28797",614.25335875144,5.98280255439057,1.02774788147787,5.82127451898758,5.84005545550322e-09,9.65924718532242e-08,"IGLV3-19","immunoglobulin lambda variable 3-19"
"56896",79.7339389664841,5.97860257365651,0.849700224114202,7.0361315720366,1.97650314031623e-12,7.03290754429037e-11,"DPYSL5","dihydropyrimidinase like 5"
"51352",36.5003163817938,5.94475589854129,1.54631599270599,3.84446382665822,0.000120816304113679,0.000634366485927368,"WT1-AS","WT1 antisense RNA"
"28882",68.1806813789822,5.94182719667209,1.38184833787211,4.29991268493459,1.70865416118752e-05,0.000115516805118078,"IGKV2D-29","immunoglobulin kappa variable 2D-29"
"149992",8.35148122078928,5.93053519192235,1.70485563217018,3.47861430611174,0.000504013432244317,0.00218718179561356,"ANKRD30BP2","ankyrin repeat domain 30B pseudogene 2"
"23601",138.040846793622,5.91521382248326,0.678686109261075,8.71568423423826,2.89007801828657e-18,2.99803542997495e-16,"CLEC5A","C-type lectin domain containing 5A"
"6664",844.793880170629,5.90147490160229,0.810725992579825,7.27924718784839,3.35688107741079e-13,1.38266828579235e-11,"SOX11","SRY-box transcription factor 11"
"28832",19.9071508132343,5.86230497193281,1.45117537367219,4.03969435968188,5.3520900744049e-05,0.000313513827304399,"IGLJ2","immunoglobulin lambda joining 2"
"374897",157.011399652999,5.86126163705904,1.52597089084385,3.8410048790759,0.000122531678763818,0.000641997887184239,"SBSN","suprabasin"
"1482",189.999333710063,5.843021726053,0.59518886058857,9.81708851250166,9.50490487326111e-23,1.80925402859376e-20,"NKX2-5","NK2 homeobox 5"
"10761",16.2312991143883,5.82673977241786,1.26316163973216,4.61282197712508,3.97238515923e-06,3.20489296521407e-05,"PLAC1","placenta enriched 1"
"28809",708.34368722629,5.81270975604547,0.948346670430634,6.12930897243091,8.82615764335947e-10,1.73915222870056e-08,"IGLV3-1","immunoglobulin lambda variable 3-1"
"338785",300.343888571742,5.76303286305559,1.92443751511273,2.99465834447631,0.00274752405062646,0.00930844246355319,"KRT79","keratin 79"
"10911",21.6813259859219,5.75752197501431,0.794862470079432,7.24341907152687,4.37512353731182e-13,1.76877052809353e-11,"UTS2","urotensin 2"
"100616132",146.658097749342,5.73211835497505,0.571938399775223,10.0222652600836,1.21681521227846e-23,2.53796585658845e-21,"MIR4728","microRNA 4728"
"1311",3678.63140829029,5.7303025185502,0.693503464414592,8.26283185677713,1.4225655894767e-16,1.05248380933133e-14,"COMP","cartilage oligomeric matrix protein"
"400799",7.05785276582626,5.7156588467988,1.71886096097579,3.32525956232902,0.000883362547324376,0.00353236918271297,"LINC01344","long intergenic non-protein coding RNA 1344"
"101927678",30.6284641051538,5.71200033211777,0.874593379916924,6.53103540831779,6.53165533475256e-11,1.64745885791943e-09,"LINC01429","long intergenic non-protein coding RNA 1429"
"728192",9.86071319041539,5.70033470709316,1.03227821508502,5.52209145150242,3.3498804316182e-08,4.57365987063416e-07,"LINC00460","long intergenic non-protein coding RNA 460"
"28902",29.6498399712716,5.65047573816905,1.46657960572666,3.85282579691224,0.000116762463228171,0.000617213495295638,"IGKV1D-13","immunoglobulin kappa variable 1D-13"
"28921",44.4143655849324,5.64213839031101,0.896002300667597,6.29701328457209,3.03435284626596e-10,6.59551240619629e-09,"IGKV2-28","immunoglobulin kappa variable 2-28"
"28906",25.0413987216623,5.57969377081458,1.54077985950668,3.6213439164509,0.000293076603333486,0.00137104745525085,"IGKV6-21","immunoglobulin kappa variable 6-21 (non-functional)"
"100287029",5.17499204862514,5.56793956128115,1.61398943361989,3.44979926466636,0.000561003537485844,0.00240017832889002,"DDX11L10","DEAD/H-box helicase 11 like 10 (pseudogene)"
"6783",5.83116234822401,5.56792099007855,1.79820018233592,3.09638551078648,0.00195895494094667,0.00698563525745913,"SULT1E1","sulfotransferase family 1E member 1"
"28914",629.532907430202,5.55434220701776,0.937797118891706,5.92275460771507,3.16593094790834e-09,5.56193926206908e-08,"IGKV3-11","immunoglobulin kappa variable 3-11"
"102724877",10.8601814108746,5.55197451612895,1.55933532180894,3.56047505528718,0.00037018447762669,0.00167733692358421,"LOC102724877","uncharacterized LOC102724877"
"440068",5.22033280901708,5.51363962297427,1.45055333754123,3.80105955450091,0.000144078664409668,0.000737932678792046,"CARD17P","caspase recruitment domain family member 17, pseudogene"
"6279",408.150774235987,5.50808271498859,1.04254194343283,5.28332001382297,1.26863498805344e-07,1.50562091863049e-06,"S100A8","S100 calcium binding protein A8"
"57471",61.1498166640766,5.4993499293264,0.67209863110733,8.18235549783197,2.78348438612005e-16,1.93521258419396e-14,"ERMN","ermin"
"3227",264.086027356463,5.47375111212205,0.688475252943762,7.95054156081508,1.85697928050422e-15,1.13774799292393e-13,"HOXC11","homeobox C11"
"89858",29.782621833432,5.47186034895625,0.671181923132249,8.15257407920099,3.56258580718165e-16,2.43373022075273e-14,"SIGLEC12","sialic acid binding Ig like lectin 12"
"100874365",20.3746694708856,5.46368141552749,0.958758524531989,5.69870439294873,1.20721339211135e-08,1.85345542409828e-07,"HOXC-AS3","HOXC cluster antisense RNA 3"
"101927953",21.148665927173,5.46087298965348,1.75764456411308,3.10692679347778,0.0018904320662093,0.00678327435763167,"EPIST","esophagus epithelial intergenic associated transcript"
"59336",9.62044986602929,5.44586601858047,1.2440761444413,4.37743786255637,1.20082580136445e-05,8.50248850182425e-05,"PRDM13","PR/SET domain 13"
"3538",4553.91831163408,5.43375574603017,0.821418710165443,6.61508640938523,3.71334775628e-11,9.94588744667019e-10,"IGLC2","immunoglobulin lambda constant 2"
"100422885",59.426224047483,5.42482704047893,0.719540789226096,7.53929050542586,4.7253525185886e-14,2.28190299210463e-12,"MIR1244-2","microRNA 1244-2"
"1048",271.07150851927,5.42403223622947,1.45141992171624,3.73705235478359,0.000186190166168772,0.000922062237409683,"CEACAM5","CEA cell adhesion molecule 5"
"6620",14.8532824083434,5.42149997296259,1.14662595780429,4.72822016287195,2.264965151905e-06,1.95057476851712e-05,"SNCB","synuclein beta"
"105369209",7.47145546422396,5.35675131688215,1.37937757179357,3.88345542686828,0.000102982417471087,0.000553019248682042,"LOC105369209","uncharacterized LOC105369209"
"79919",665.239411220363,5.34352640340946,1.09405348331045,4.88415464593256,1.03873528309921e-06,9.80522097276988e-06,"MAB21L4","mab-21 like 4"
"100506108",6.19659710495559,5.33676936790767,1.50419351778061,3.54792738090104,0.000388275257802116,0.00174439154547852,"SIX3-AS1","SIX3 antisense RNA 1"
"100132417",44.5837478853877,5.30335856237824,0.724842014751779,7.31657168658244,2.54386155134608e-13,1.07027788789037e-11,"FCGR1CP","Fc gamma receptor Ic, pseudogene"
"28813",317.88636653386,5.28438467647942,0.842115266329685,6.2751322624884,3.49337203200282e-10,7.47718908945931e-09,"IGLV2-23","immunoglobulin lambda variable 2-23"
"2922",187.330025283537,5.27008679395854,1.03493351994132,5.09219838029535,3.53935487366256e-07,3.7913154201245e-06,"GRP","gastrin releasing peptide"
"6046",107.337843071765,5.25061462089841,0.880479276029484,5.96335968811899,2.47103648883152e-09,4.44469187156246e-08,"BRD2","bromodomain containing 2"
"28815",670.293867828494,5.24917924119841,0.870167049230154,6.03238107653285,1.61561233666117e-09,3.02048549906063e-08,"IGLV2-14","immunoglobulin lambda variable 2-14"
"101929504",60.8812527446841,5.2487750297595,0.781024818807999,6.72036906300902,1.81264855615866e-11,5.21861785492609e-10,"LINC02544","long intergenic non-protein coding RNA 2544"
"4496",5.30697456657929,5.24102859263445,1.18827355324427,4.41062462286163,1.03072864435509e-05,7.42012661022912e-05,"MT1H","metallothionein 1H"
"5079",249.771010450305,5.21510860266728,1.2015797550504,4.34021011151984,1.42346542293881e-05,9.86164773220436e-05,"PAX5","paired box 5"
"1833",15.885984529785,5.21428722275542,1.04140229198984,5.00698650546688,5.52888015240793e-07,5.62820479065991e-06,"EPYC","epiphycan"
"606293",18.5384560552794,5.2020115233459,0.986632965257498,5.27248906789593,1.34585856365451e-07,1.59148992756395e-06,"KLKP1","kallikrein pseudogene 1"
"200403",93.0846126013045,5.17968991674935,1.21590257559911,4.25995472062981,2.04468320910196e-05,0.000135661790178183,"VWA3B","von Willebrand factor A domain containing 3B"
"3627",383.279827162886,5.16040751893722,0.666759545928968,7.73953301523031,9.97826261731756e-15,5.41921930402017e-13,"CXCL10","C-X-C motif chemokine ligand 10"
"28908",1111.49200751837,5.13190059814958,0.856027642577185,5.99501738366685,2.03463676319751e-09,3.71922882876582e-08,"IGKV4-1","immunoglobulin kappa variable 4-1"
"26065",28.6380770690148,5.1194726253841,0.727489214363274,7.0371801042643,1.96169228171166e-12,6.99289797731616e-11,"LSM14A","LSM14A mRNA processing body assembly factor"
"9421",17.2174648176904,5.11656641880454,1.03825842365959,4.92802784182571,8.30637828438127e-07,8.08212668206348e-06,"HAND1","heart and neural crest derivatives expressed 1"
"909",23.4637099687322,5.09229214179905,1.08479195389611,4.69425692503501,2.67577565751256e-06,2.25445885437006e-05,"CD1A","CD1a molecule"
"23430",144.100998687483,5.08294098660012,1.03520405421122,4.91008605107628,9.10364355678768e-07,8.72365765270671e-06,"TPSD1","tryptase delta 1"
"26585",35.8468647901759,5.08028824547421,1.09347353750961,4.64600931911402,3.38417721749096e-06,2.78431298892689e-05,"GREM1","gremlin 1, DAN family BMP antagonist"
"100616117",10.4756055764922,5.07528136738044,1.17359034140658,4.32457663318665,1.52825072946476e-05,0.000104836466750416,"MIR4653","microRNA 4653"
"728978",19.4429868596547,5.07162525962264,1.13095751232858,4.48436409355507,7.31316991360815e-06,5.47050779573451e-05,"UNC5B-AS1","UNC5B antisense RNA 1"
"26788",14.0346967698361,5.0407728670351,1.04525962530611,4.82250796356829,1.41764367959453e-06,1.28558381045931e-05,"SNORD60","small nucleolar RNA, C/D box 60"
"5005",53.2557738660121,5.02558587044978,1.27150237442753,3.95247855727555,7.73458619529962e-05,0.00043240461062174,"ORM2","orosomucoid 2"
"579",148.516484633476,5.02360517686352,0.859579884234375,5.84425632684277,5.08836264012943e-09,8.53399811140955e-08,"NKX3-2","NK3 homeobox 2"
"50615",125.594851280464,5.01942160266763,0.413928950877093,12.1262878376392,7.66457579840338e-34,6.53355100449986e-31,"IL21R","interleukin 21 receptor"
"28793",344.245890115801,5.01877127074916,0.806526891347228,6.22269551653234,4.88685209624093e-10,1.01067112024156e-08,"IGLV3-25","immunoglobulin lambda variable 3-25"
"28942",19.1953044661303,5.00031474535202,0.936098857734673,5.34165243770579,9.21031178112374e-08,1.12860857987945e-06,"IGKV1-8","immunoglobulin kappa variable 1-8"
"131578",2769.90792715582,4.99593202901232,0.711515611036599,7.02153536973533,2.19443246435151e-12,7.72424468511234e-11,"LRRC15","leucine rich repeat containing 15"
"440093",33.6577105962498,4.99361495178831,1.20905375559268,4.13018439311695,3.62472390011044e-05,0.000221874295303045,"H3-5","H3.5 histone"
"2886",10483.3624208045,4.99358906745665,0.51512741733379,9.69389106350154,3.20095937894819e-22,5.81092681330169e-20,"GRB7","growth factor receptor bound protein 7"
"4747",43.8636001638447,4.99333015584818,0.872496747773629,5.72303583777221,1.04637181511765e-08,1.6268965747182e-07,"NEFL","neurofilament light chain"
"5081",11.0585434753552,4.98968927703408,1.47286176390441,3.38775124680194,0.000704681432500466,0.00291230694890475,"PAX7","paired box 7"
"28822",273.42689465754,4.98228327732071,0.924193930357491,5.39095000915391,7.00861715978105e-08,8.83103779143106e-07,"IGLV1-47","immunoglobulin lambda variable 1-47"
"84824",52.5145970899509,4.97925751443755,0.987486974264159,5.04235260231956,4.59842941754406e-07,4.79047859513118e-06,"FCRLA","Fc receptor like A"
"4166",141.595504850878,4.9709994664624,0.64621035182035,7.69254075311434,1.44241514818269e-14,7.60214822453491e-13,"CHST6","carbohydrate sulfotransferase 6"
"10202",868.518291124558,4.96976839232138,0.979322362396959,5.07470122519977,3.88105328535402e-07,4.11707685426934e-06,"DHRS2","dehydrogenase/reductase 2"
"3166",28.6806960134412,4.93469187922082,0.887319821776024,5.56134525355664,2.6770299275352e-08,3.76123853034937e-07,"HMX1","H6 family homeobox 1"
"101929450",10.3296351046081,4.93227298838486,1.09055712062843,4.52270944372234,6.10530239297825e-06,4.65760928858878e-05,"LINC02099","long intergenic non-protein coding RNA 2099"
"8348",7.08302649254188,4.92589831466744,1.56015994018835,3.15730341984858,0.00159235561139596,0.0058551620624586,"H2BC17","H2B clustered histone 17"
"28454",94.8364946338021,4.9067198893846,1.17342730965082,4.18152862902491,2.89555783084471e-05,0.000183070966886622,"IGHV2-70","immunoglobulin heavy variable 2-70"
"28938",88.0634449107281,4.90454007424177,0.926898695579806,5.29134424034745,1.21420575480167e-07,1.45068360930174e-06,"IGKV1-16","immunoglobulin kappa variable 1-16"
"150622",31.3983015627736,4.88638019082362,1.26002237307425,3.8780106569867,0.00010531410511363,0.000563941897415061,"SILC1","sciatic injury induced lincRNA upregulator of SOX11"
"80078",292.403403665723,4.87571961045985,1.17416605297352,4.15249580594866,3.28868783298833e-05,0.000203786389549839,"LCAL1","lung cancer associated lncRNA 1"
"100506084",10.9289632987219,4.8649461200274,1.47429022460408,3.29985645895053,0.000967342920614115,0.00382065376743762,"ARL17B","ADP ribosylation factor like GTPase 17B"
"3502",13.6817767918784,4.83732442808564,1.35608142973541,3.56713418679397,0.000360906691741273,0.00164098715173456,"IGHG3","immunoglobulin heavy constant gamma 3 (G3m marker)"
"79953",305.359499137755,4.81405377258649,0.720423584759379,6.682254543616,2.35293861265858e-11,6.59967302428958e-10,"SYNDIG1","synapse differentiation inducing 1"
"79802",94.1932826794655,4.81242594687689,1.12722994743793,4.26924955091461,1.96131736740271e-05,0.000130794518045229,"HHIPL2","HHIP like 2"
"56169",446.299578845991,4.80761512831792,0.813908120986177,5.90682781551896,3.48757929038645e-09,6.04041338933893e-08,"GSDMC","gasdermin C"
"4314",242.592073042452,4.80592595329829,0.873929773315692,5.49921298031144,3.81490126014706e-08,5.14054667398235e-07,"MMP3","matrix metallopeptidase 3"
"57214",888.703915011911,4.803430283424,0.665729446168266,7.21528890012462,5.38195913870253e-13,2.14905684059882e-11,"CEMIP","cell migration inducing hyaluronidase 1"
"2209",186.278194720139,4.8010312822292,0.481049592048475,9.98032502591834,1.85856961876352e-23,3.79574124432058e-21,"FCGR1A","Fc gamma receptor Ia"
"100506123",47.3296776153265,4.78176140892327,0.742331895803946,6.44154108957506,1.18266420452703e-10,2.82084116714805e-09,"APPAT","atherosclerotic plaque pathogenesis associated transcript"
"64843",62.1943662602764,4.77631306149859,0.910260798567748,5.24719186964208,1.54435040107864e-07,1.79801270567387e-06,"ISL2","ISL LIM homeobox 2"
"24141",225.652138283444,4.76572257325545,0.604399489693462,7.88505393290872,3.14399698665599e-15,1.82911587300823e-13,"LAMP5","lysosomal associated membrane protein family member 5"
"51326",51.3887756249204,4.75118718367844,1.25571771324422,3.78364271967103,0.000154549635200169,0.000783781724711462,"ARL17A","ADP ribosylation factor like GTPase 17A"
"115908",2492.66118978618,4.75002862501857,0.578367411660384,8.21282203881808,2.16049636303674e-16,1.54593765305469e-14,"CTHRC1","collagen triple helix repeat containing 1"
