"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbolsTNBC.SYMBOL","symbolsTNBC.GENENAME"
"348487",105.667336550525,3.51031679667365,0.464458627094418,7.55786757290667,4.09730871343815e-14,2.15945792031367e-12,"FAM131C","family with sequence similarity 131 member C"
"128272",2299.72268441405,1.48038657901359,0.337326708061344,4.3885839562528,1.14091090526281e-05,7.85919378263684e-05,"ARHGEF19","Rho guanine nucleotide exchange factor 19"
"4237",1350.15233514151,1.68480590401249,0.443911773333802,3.79536206341072,0.000147428145146634,0.000741912821786749,"MFAP2","microfibril associated protein 2"
"55920",4655.32812480611,1.94166412542959,0.277598550839324,6.9945038241696,2.66199322621732e-12,9.61160942784839e-11,"RCC2","regulator of chromosome condensation 2"
"81569",170.041540580009,9.04834341031194,1.75366887288361,5.15966471790851,2.47392482376599e-07,2.67976630357768e-06,"ACTL8","actin like 8"
"51154",1367.72045893281,1.12092530936423,0.294425478834548,3.8071613700054,0.000140571026078918,0.000711602255952303,"MRTO4","MRT4 homolog, ribosome maturation factor"
"3362",87.1635002210437,2.09909727327692,0.400762963390068,5.237752649398,1.62543704769986e-07,1.86910960452807e-06,"HTR6","5-hydroxytryptamine receptor 6"
"400745",28.931068582802,2.26908373682216,0.73891683632034,3.0708242460975,0.00213468764811757,0.00745505629301622,"SH2D5","SH2 domain containing 5"
"2046",112.728866566376,4.75327379079934,0.815433660642587,5.82913610293401,5.5715049657858e-09,9.24935870950013e-08,"EPHA8","EPH receptor A8"
"100996511",350.227305137104,1.61582131100896,0.368400023272391,4.38605105574123,1.15427039046462e-05,7.93500184973681e-05,"LINC01355","long intergenic non-protein coding RNA 1355"
"1870",387.636321369481,4.27336126117721,0.610639194693768,6.99817715323741,2.59314083482614e-12,9.3802802966054e-11,"E2F2","E2F transcription factor 2"
"2582",1244.45736009246,1.11727212310774,0.357400996761284,3.12610242621676,0.00177139843179031,0.00635499316627279,"GALE","UDP-galactose-4-epimerase"
"1269",27.9737091944769,4.28935284331228,1.18653794638689,3.61501531103471,0.000300329871463887,0.00138027835441185,"CNR2","cannabinoid receptor 2"
"57822",119.405716014753,3.06070013697578,0.661667265409917,4.62573909422527,3.73264933213928e-06,2.946148261108e-05,"GRHL3","grainyhead like transcription factor 3"
"10250",5372.6720673507,1.07147601780633,0.238505112517939,4.49246561842877,7.04032872354223e-06,5.10287190217261e-05,"SRRM1","serine and arginine repetitive matrix 1"
"79000",73.0009484724344,3.39260596369431,0.561498874746999,6.04205300540088,1.5216545496995e-09,2.90775429838289e-08,"AUNIP","aurora kinase A and ninein interacting protein"
"3925",3116.77752492559,2.93862855265539,0.391930962251015,7.49782190153512,6.48869794485806e-14,3.28100138040867e-12,"STMN1","stathmin 1"
"10256",2347.46495896835,1.0888792148108,0.311872921074833,3.49141955338125,0.000480461129376418,0.00206894814464179,"CNKSR1","connector enhancer of kinase suppressor of Ras 1"
"64793",599.121691130934,1.97431698241915,0.328889899242802,6.00297238365967,1.93737581144622e-09,3.62444562587926e-08,"CEP85","centrosomal protein 85"
"1043",133.538857065135,2.34467315560531,0.585171737868442,4.00681202435726,6.15438047313909e-05,0.000346234673045524,"CD52","CD52 molecule"
"55057",238.49390952339,3.23668723619188,0.903502747706872,3.5823767491651,0.000340482270748433,0.00153919654145579,"CRYBG2","crystallin beta-gamma domain containing 2"
"2537",4204.89032445109,2.95871991552321,0.770405109816915,3.8404728600857,0.000122797548304767,0.000632904503696966,"IFI6","interferon alpha inducible protein 6"
"9473",984.390346101675,1.96225480632147,0.375679976755025,5.22320838941337,1.75849300672651e-07,2.00098745733488e-06,"THEMIS2","thymocyte selection associated family member 2"
"27293",515.524923202233,1.87963485248948,0.588926355571612,3.19162970837857,0.00141472573879828,0.00524331055479756,"SMPDL3B","sphingomyelin phosphodiesterase acid like 3B"
"93974",1345.60095078708,1.48331708198809,0.289814842172776,5.11815430454663,3.08540133510611e-07,3.25617914820747e-06,"ATP5IF1","ATP synthase inhibitory factor subunit 1"
"1104",1866.66260934762,1.91137408659619,0.292335286403052,6.53829412834178,6.22244618424475e-11,1.64861189038247e-09,"RCC1","regulator of chromosome condensation 1"
"8420",866.673691710672,1.91797055594764,0.388049014088416,4.94259870870496,7.70880527615727e-07,7.27328374611836e-06,"SNHG3","small nucleolar RNA host gene 3"
"54952",497.313721602479,1.0886237672614,0.259759814776843,4.19088598518067,2.77867273361888e-05,0.000171911194747023,"TRNAU1AP","tRNA selenocysteine 1 associated protein 1"
"85028",386.064070655609,1.50273885789789,0.297915766468517,5.0441736458305,4.55485518845512e-07,4.5819646395511e-06,"SNHG12","small nucleolar RNA host gene 12"
"692212",18.8712450808425,2.3260617501857,0.72322358670632,3.21624155094135,0.0012988146144982,0.00486987174064865,"SNORD99","small nucleolar RNA, C/D box 99"
"677838",57.6603408176823,2.51629332023151,0.374457184330239,6.71984254950857,1.81921029641566e-11,5.42883364863402e-10,"SNORA61","small nucleolar RNA, H/ACA box 61"
"3932",305.084382262687,2.35965710400944,0.515014394176833,4.58173039567363,4.61144171929625e-06,3.53724281488741e-05,"LCK","LCK proto-oncogene, Src family tyrosine kinase"
"3065",2389.79076713895,1.15227111891853,0.279022030604764,4.12967791977232,3.63271785024321e-05,0.000218274796726535,"HDAC1","histone deacetylase 1"
"65108",8603.26927407187,1.56171735555612,0.298465143936296,5.23249494047939,1.67237232173318e-07,1.91237343608566e-06,"MARCKSL1","MARCKS like 1"
"8565",2016.4514647783,1.17220957924969,0.217717947973809,5.3840741664105,7.28184760642925e-08,9.1400706896064e-07,"YARS1","tyrosyl-tRNA synthetase 1"
"113452",1535.38248203515,1.41958476538804,0.214063859688638,6.63159473744358,3.32079293205707e-11,9.38147928327246e-10,"TMEM54","transmembrane protein 54"
"204",2715.0013067852,1.04187965330337,0.222215978796797,4.68859016774895,2.75093699104603e-06,2.24822303653391e-05,"AK2","adenylate kinase 2"
"58512",147.62746445366,2.95562254851528,0.863744702213817,3.421870537602,0.000621919187700185,0.00258827161835063,"DLGAP3","DLG associated protein 3"
"63967",604.122252419039,4.08351655367976,0.569358555412848,7.17213522982676,7.38369506669366e-13,3.02222808930263e-11,"CLSPN","claspin"
"29889",1622.35295096152,1.22699479998988,0.238777149244219,5.13866089729935,2.76703213069734e-07,2.95481655525338e-06,"GNL2","G protein nucleolar 2"
"55143",554.606917996248,4.27694693491206,0.516555582885443,8.27974196120645,1.2344247206908e-16,1.12568051506344e-14,"CDCA8","cell division cycle associated 8"
"4725",1688.49756091587,1.27355022585336,0.378015981817158,3.36903804895044,0.000754310152923223,0.00306444360924424,"NDUFS5","NADH:ubiquinone oxidoreductase subunit S5"
"54802",403.537284120955,1.06730321084404,0.190270727707616,5.60939259392615,2.03037959045763e-08,2.9421745935338e-07,"TRIT1","tRNA isopentenyltransferase 1"
"65243",51.8141070853113,1.68934278996886,0.424904905431637,3.97581380768656,7.01389873094817e-05,0.000387911138276361,"ZFP69B","ZFP69 zinc finger protein B"
"100130557",85.9669694874742,1.05469959585851,0.32826038370933,3.21299690185104,0.00131357706518411,0.00491769943479083,"NFYC-AS1","NFYC antisense RNA 1"
"1503",803.567764478461,2.31815705104839,0.340217070417975,6.81375878112293,9.50810837971863e-12,3.02132857200589e-10,"CTPS1","CTP synthase 1"
"100507178",176.496546398607,1.47280532093213,0.324573167831324,4.53766813434658,5.68796773968303e-06,4.22577853369554e-05,"SLFNL1-AS1","SLFNL1 antisense RNA 1"
"200172",58.8795912078063,1.17770714890943,0.332657696676388,3.54029731064697,0.000399676506253212,0.00177126075533464,"SLFNL1","schlafen like 1"
"1907",174.671444208827,3.94816993808283,0.969300314217513,4.07321640174033,4.63683039996575e-05,0.000271282551903166,"EDN2","endothelin 2"
"10465",458.618842232241,1.05584262930076,0.245130385671639,4.3072694819446,1.65282199458245e-05,0.000108815406399541,"PPIH","peptidylprolyl isomerase H"
"991",930.372990855561,4.16252961565385,0.66211518524945,6.28671522476203,3.24253380374139e-10,7.24067400411774e-09,"CDC20","cell division cycle 20"
"9048",422.363206621152,4.18213111568425,0.845075684304225,4.94882434006786,7.46630913337076e-07,7.07513082981475e-06,"ARTN","artemin"
"533",2478.55417731653,1.22002014602908,0.236996063440371,5.1478498347971,2.63489288218329e-07,2.83222093465382e-06,"ATP6V0B","ATPase H+ transporting V0 subunit b"
"11004",773.957525261301,4.28639297462376,0.637817224601004,6.72040956138363,1.81214480104731e-11,5.41599252581303e-10,"KIF2C","kinesin family member 2C"
"94163",42.2493829868837,2.42671865912503,0.492105230748109,4.93130027379689,8.1684058016763e-07,7.65900354603852e-06,"SNORD38B","small nucleolar RNA, C/D box 38B"
"5052",4252.91682592469,1.49224490966304,0.243313293727602,6.1330184093174,8.6227165416818e-10,1.75734906981511e-08,"PRDX1","peroxiredoxin 1"
"4678",3409.59810741465,1.61252961228283,0.193827006992857,8.31942688122017,8.83896635878121e-17,8.33157569376272e-15,"NASP","nuclear autoantigenic sperm protein"
"728963",251.863529484801,1.41123727529361,0.328307758238939,4.29851942233581,1.71942836109441e-05,0.000112783915850174,"RPS15AP10","ribosomal protein S15a pseudogene 10"
"23139",6144.16247677793,1.15210379379612,0.331214368941866,3.4784233470207,0.000504372667165793,0.00215581654947733,"MAST2","microtubule associated serine/threonine kinase 2"
"8438",412.451644749558,2.93256451867605,0.472503635137586,6.20643800512166,5.4198987109791e-10,1.16133917079187e-08,"RAD54L","RAD54 like"
"7388",1445.11158999274,1.33629199354695,0.299723982426655,4.45840864227124,8.25703751816803e-06,5.88681736658918e-05,"UQCRH","ubiquinol-cytochrome c reductase hinge protein"
"6491",343.046386384199,3.17257428856318,0.378257367955632,8.38734300328371,4.97252578628895e-17,4.94879901350158e-15,"STIL","STIL centriolar assembly protein"
"84793",146.147102209477,1.77319512912125,0.461670789760714,3.8408215733993,0.000122623222043558,0.000632338477481852,"FOXD2-AS1","FOXD2 adjacent opposite strand RNA 1"
"84871",27.9313884001921,1.50317080066739,0.469759378114272,3.19987395824109,0.00137487698638661,0.0051169017074973,"AGBL4","AGBL carboxypeptidase 4"
"63950",9.83379700693427,4.00383414513286,1.0604019077522,3.77577040918384,0.000159513869063903,0.000794974305253399,"DMRTA2","DMRT like family A2"
"4998",126.885679677072,2.97691053114399,0.572434260033848,5.20044088725221,1.98816345396616e-07,2.22488200219524e-06,"ORC1","origin recognition complex subunit 1"
"348378",27.3928990566988,3.03790138085849,0.553159079040966,5.49191271727009,3.97603893161572e-08,5.37615305470743e-07,"SHISAL2A","shisa like 2A"
"440590",166.506135656603,2.29322959048799,0.586868704492153,3.90756837591542,9.3229662399944e-05,0.000498870295036382,"ZYG11A","zyg-11 family member A, cell cycle regulator"
"4116",338.826196804445,1.37799417863694,0.207850374767592,6.62974113074243,3.36276085153722e-11,9.48637255471061e-10,"MAGOH","mago homolog, exon junction complex subunit"
"7804",499.348500232308,3.26119600289124,0.467548511411025,6.97509653714693,3.05660854727868e-12,1.08368656741312e-10,"LRP8","LDL receptor related protein 8"
"26027",136.148785105896,1.74237891944499,0.346246179890382,5.03219680285458,4.84891108829656e-07,4.84298272018045e-06,"ACOT11","acyl-CoA thioesterase 11"
"7398",1791.55611468626,1.14726181063363,0.286475377064779,4.00474840940416,6.2083521003041e-05,0.000348970617197713,"USP1","ubiquitin specific peptidase 1"
"3595",140.255224936417,2.72963538422294,0.300896629906048,9.07167150750491,1.17204991314808e-19,2.44459687204057e-17,"IL12RB2","interleukin 12 receptor subunit beta 2"
"55635",177.980375894594,4.19198431162983,0.653138890591054,6.41821268342529,1.37883537017002e-10,3.39616159140119e-09,"DEPDC1","DEP domain containing 1"
"117178",429.33964476726,1.72301177854503,0.32454425726422,5.30901946338333,1.10216564519459e-07,1.31362064678937e-06,"SSX2IP","SSX family member 2 interacting protein"
"255231",170.79048223379,2.79080407012076,0.478476333286374,5.83268988656629,5.45408798691642e-09,9.09292934281322e-08,"MCOLN2","mucolipin TRP cation channel 2"
"2633",1582.91195620583,1.0398509813666,0.340704553482605,3.05206070989506,0.00227276128464895,0.00786253051862049,"GBP1","guanylate binding protein 1"
"115362",339.152122399577,2.6703852324485,0.298457453425389,8.94728947727908,3.64317918717686e-19,6.26562904770083e-17,"GBP5","guanylate binding protein 5"
"343099",839.688866064234,1.56831361439585,0.271680475036461,5.77264013612085,7.80389932548e-09,1.24231096344375e-07,"CCDC18","coiled-coil domain containing 18"
"163786",490.765034899536,1.79414410111532,0.380613792059065,4.71381788717972,2.43117964713211e-06,2.01221791638462e-05,"SASS6","SAS-6 centriolar assembly protein"
"653149",41.6231502489617,5.9421902012899,1.94178467647176,3.06016947877398,0.0022121177460747,0.00767489822962101,"NBPF6","NBPF member 6"
"29899",404.342186110256,1.53955824559058,0.372926248973597,4.12831826621993,3.65426088710626e-05,0.000219300394712597,"GPSM2","G protein signaling modulator 2"
"84722",749.912383191323,3.21087401461334,0.387776856056289,8.28021055012953,1.22957685781046e-16,1.12568051506344e-14,"PSRC1","proline and serine rich coiled-coil 1"
"388662",120.433262064777,3.10209150458489,0.668940367201498,4.63732143653169,3.52953298788057e-06,2.80389075204159e-05,"SLC6A17","solute carrier family 6 member 17"
"963",704.130106725034,1.60627461948326,0.346916332893344,4.63014988682326,3.65401133131708e-06,2.88964121983437e-05,"CD53","CD53 molecule"
"79084",852.446382811073,1.08613210697882,0.274973580987158,3.94995076646851,7.81672701378614e-05,0.000427727462551747,"WDR77","WD repeat domain 77"
"284467",59.1342821487122,3.29351768868582,0.639442321140351,5.15060949174011,2.59641299445771e-07,2.79632780488704e-06,"TAFA3","TAFA chemokine like family member 3"
"100996702",28.1894398302938,2.22902543212925,0.684226553470036,3.25773009074964,0.00112307170506121,0.00430309631608953,"LINC01356","long intergenic non-protein coding RNA 1356"
"26191",148.737728521922,2.01557524708289,0.363635292266655,5.54284826018718,2.97590735179377e-08,4.15755606879534e-07,"PTPN22","protein tyrosine phosphatase non-receptor type 22"
"914",233.101426933772,2.08353729683523,0.501397350148813,4.15546132466964,3.24631857408147e-05,0.000197417251747646,"CD2","CD2 molecule"
"8458",577.284529810028,1.03621548159696,0.307357961109954,3.37136372799616,0.000747970327036079,0.00304120826044574,"TTF2","transcription termination factor 2"
"728841",396.966966320842,1.09496892527376,0.293434658379864,3.73155963007027,0.000190297951415788,0.00092856685800347,"NBPF8","NBPF member 8"
"2210",41.6434491783214,2.09396018115358,0.635043227113581,3.29735062394275,0.000976015756812091,0.00381798981006741,"FCGR1BP","Fc gamma receptor Ib, pseudogene"
"653820",28.1506372061751,3.25784013733874,0.612198217641352,5.32154462959789,1.02889861392743e-07,1.23758197697308e-06,"FAM72B","family with sequence similarity 72 member B"
"647121",21.0293948377911,2.26695018231376,0.573994137190578,3.94943090082659,7.83372203708942e-05,0.000428295663985308,"EMBP1","embigin pseudogene 1"
"100132417",44.5837478853877,2.54206164681296,0.763129990657579,3.33109912850168,0.00086503792065404,0.00343875374540614,"FCGR1CP","Fc gamma receptor Ic, pseudogene"
"554282",10.3653159156028,3.68436937655199,0.899266510005517,4.09708282868155,4.18389230134447e-05,0.000247076483313734,"FAM72C","family with sequence similarity 72 member C"
"728833",18.6307774730091,2.71248206804047,0.597060755668704,4.54305871268076,5.54438009369613e-06,4.13477048752401e-05,"FAM72D","family with sequence similarity 72 member D"
"100288142",189.952511733073,1.38875949709478,0.232941448727132,5.96183935784473,2.49414287121973e-09,4.49450047179541e-08,"NBPF20","NBPF member 20"
"653519",136.832270656523,1.58594176930013,0.357497203519792,4.43623545495042,9.15457145628838e-06,6.45860122245376e-05,"GPR89A","G protein-coupled receptor 89A"
"10623",1162.53672471881,1.05188634993975,0.299882206881479,3.50766509583372,0.000452057756044302,0.00196869044091617,"POLR3C","RNA polymerase III subunit C"
"200035",212.112504932982,1.3176924955956,0.423001779014504,3.11509918153422,0.00183883069043774,0.00655970060347932,"NUDT17","nudix hydrolase 17"
"100132406",251.679697077835,2.42590228238926,0.349400205492415,6.94304766927769,3.83729861744511e-12,1.33868463867667e-10,"NBPF10","NBPF member 10"
"171423",245.570751372865,1.35166473046621,0.345244977601758,3.91508875771501,9.03709567581414e-05,0.000485283785382833,"PDIA3P1","protein disulfide isomerase family A member 3 pseudogene 1"
"9557",1356.24355487219,2.15696144325631,0.273368021076577,7.89032102131685,3.01410195711299e-15,2.08079165391399e-13,"CHD1L","chromodomain helicase DNA binding protein 1 like"
"607",1433.37212720176,1.19511704131322,0.367487474943488,3.25212999843602,0.00114543620210712,0.00438108118972146,"BCL9","BCL9 transcription coactivator"
"51463",152.743315497401,2.03493777538052,0.319679704105496,6.36555198608723,1.94588651284181e-10,4.57446654325859e-09,"GPR89B","G protein-coupled receptor 89B"
"101954272",31.5646293435398,1.99971467052168,0.661035794165081,3.02512312975035,0.0024853192530198,0.00847871398550656,"RNVU1-3","RNA, variant U1 small nuclear 3"
"25832",513.200435715562,1.14883687784772,0.364426106781175,3.15245493248252,0.00161903811782854,0.0058924932872,"NBPF14","NBPF member 14"
"2209",186.278194720139,1.83105953778712,0.499962104856179,3.66239664966977,0.000249866571492017,0.00117451066906557,"FCGR1A","Fc gamma receptor Ia"
"101927767",18.2931848750557,3.13754746298918,0.749243847195582,4.18761859003982,2.81896732229719e-05,0.000174074561640815,NA,NA
"51027",483.490134487795,1.68627499085785,0.353176255131927,4.77459898947044,1.80065696280683e-06,1.54544432694999e-05,"BOLA1","bolA family member 1"
"10262",2754.70083939451,1.14488172619218,0.281043327580239,4.07368406875024,4.62752460713452e-05,0.000270827604320834,"SF3B4","splicing factor 3b subunit 4"
"105373477",51.0912053742842,2.53665142122221,0.594580539666824,4.2662873269341,1.98752778664738e-05,0.000128306381112133,NA,NA
"51177",1640.02018208942,1.70021159931176,0.280730235105826,6.0563893257555,1.39210840855072e-09,2.6890322618764e-08,"PLEKHO1","pleckstrin homology domain containing O1"
"81611",2003.09927248882,3.07736351722829,0.27299497965268,11.2726011340703,1.79196471678549e-29,2.92777168644136e-26,"ANP32E","acidic nuclear phosphoprotein 32 family member E"
"54460",1673.72615199753,1.98606849132808,0.287109848133553,6.91745164521223,4.5984026502083e-12,1.57998236680337e-10,"MRPS21","mitochondrial ribosomal protein S21"
"9129",2339.04756701648,1.46273333299782,0.375829524579988,3.89201283383074,9.94159846826584e-05,0.00052793873122649,"PRPF3","pre-mRNA processing factor 3"
"80222",1333.14841158823,1.49617405904634,0.314813872451102,4.75256711973113,2.00850061909442e-06,1.70028770025757e-05,"TARS2","threonyl-tRNA synthetase 2, mitochondrial"
"2029",4157.46711121909,1.26857052742648,0.252627444260863,5.02150718873026,5.12675847059926e-07,5.08422997342282e-06,"ENSA","endosulfine alpha"
"55204",979.7123944784,1.59295185760998,0.289509332264456,5.50224700927732,3.74981087768174e-08,5.10192866535935e-07,"GOLPH3L","golgi phosphoprotein 3 like"
"84072",238.301094298661,7.93257657517791,0.694740991465867,11.4180344511421,3.39832756496995e-30,7.40306780431121e-27,"HORMAD1","HORMA domain containing 1"
"9869",2903.9318824838,1.24587248856254,0.2974421825753,4.18862071874134,2.80655005381019e-05,0.000173474720297355,"SETDB1","SET domain bifurcated histone lysine methyltransferase 1"
"58497",946.836084675084,1.03995605132596,0.297636922832353,3.49404247775982,0.000475765312747467,0.00205301689139404,"PRUNE1","prune exopolyphosphatase 1"
"149428",1130.56173064158,2.44312965583241,0.691560124422301,3.53277982572128,0.000411214785412417,0.00181623723424101,"BNIPL","BCL2 interacting protein like"
"56882",2973.43099736042,1.27340823555701,0.291019276232274,4.37568346689397,1.21052573709947e-05,8.24310401829173e-05,"CDC42SE1","CDC42 small effector 1"
"10962",202.153611988021,2.64250163205439,0.503258998923854,5.25077869984441,1.51457554944554e-07,1.75812718901298e-06,"MLLT11","MLLT11 transcription factor 7 cofactor"
"388695",361.628666807231,1.42242980789606,0.354680392171555,4.01045515707011,6.06018098381151e-05,0.000341817918206583,"LYSMD1","LysM domain containing 1"
"79005",45.2398828214231,1.41493934942235,0.340577317457904,4.1545319576288,3.25954060738709e-05,0.000198098428854406,"SCNM1","sodium channel modifier 1"
"29765",55.5180496166434,1.93100939768777,0.550874311525926,3.50535386618203,0.000456000755709165,0.00198365893419878,"TMOD4","tropomodulin 4"
"6944",1341.75266377383,1.71532995990887,0.267337234918047,6.41635259089406,1.39577970215764e-10,3.42070710506285e-09,"VPS72","vacuolar protein sorting 72 homolog"
"8394",2275.51518576233,1.5103852359786,0.275577413608555,5.48080198663898,4.23402147872947e-08,5.68578237849904e-07,"PIP5K1A","phosphatidylinositol-4-phosphate 5-kinase type 1 alpha"
"5710",3084.87558522285,1.33598275518266,0.238654450614845,5.59797963851405,2.16864215062858e-08,3.12865327485091e-07,"PSMD4","proteasome 26S subunit ubiquitin receptor, non-ATPase 4"
"5692",4297.34731767142,2.0019848316811,0.195079444570236,10.2624078928024,1.04078564434049e-24,5.51503874133502e-22,"PSMB4","proteasome 20S subunit beta 4"
"7286",1361.54363569622,2.49314137805871,0.384694033945427,6.48084232679415,9.12119529825277e-11,2.32246954568239e-09,"TUFT1","tuftelin 1"
"11189",26.8564974025957,3.25549809972727,0.967192932057538,3.36592420376951,0.000762876675562439,0.00309505874751608,"CELF3","CUGBP Elav-like family member 3"
"65005",1421.00769210103,1.72522021205528,0.241353513277325,7.14810482196268,8.79841184497186e-13,3.49901952601457e-11,"MRPL9","mitochondrial ribosomal protein L9"
"51686",124.906439603846,2.35471380968075,0.504101407706841,4.67111135513854,2.99574471735481e-06,2.42504421669936e-05,"OAZ3","ornithine decarboxylase antizyme 3"
"11022",635.618825697577,2.51969935777185,0.377223837254511,6.67958678356749,2.39616911592538e-11,7.00138475213607e-10,"TDRKH","tudor and KH domain containing"
"100191040",234.189456826159,3.13304551933316,0.487129312832183,6.43165056341518,1.26225661869041e-10,3.12303932929041e-09,"C2CD4D","C2 calcium dependent domain containing 4D"
"284486",81.6545679892553,1.72736811451709,0.480851712303808,3.59230937588035,0.00032776040077092,0.00149235262831274,"THEM5","thioesterase superfamily member 5"
"117145",878.668353375328,1.61372956155274,0.35721997641676,4.51746729771362,6.25836897029132e-06,4.60245994116773e-05,"THEM4","thioesterase superfamily member 4"
"6282",7047.1147238164,2.3405916264596,0.375110843417421,6.23973331492047,4.3831752762439e-10,9.56976998508216e-09,"S100A11","S100 calcium binding protein A11"
"3713",22.7599432389663,4.53525524402663,1.12835110913465,4.0193652554698,5.83551440559715e-05,0.000330667905884791,"IVL","involucrin"
"6280",788.3152814509,3.77839616239339,0.948838615846131,3.98212730731241,6.83011760143545e-05,0.000379352084118253,"S100A9","S100 calcium binding protein A9"
"6279",408.150774235987,5.13760933540161,1.07065485268342,4.79856727172631,1.59804635080839e-06,1.38328020988739e-05,"S100A8","S100 calcium binding protein A8"
"6278",491.37620448181,8.92984706721131,2.01373165555411,4.43447717702691,9.22959962780269e-06,6.50451223230408e-05,"S100A7","S100 calcium binding protein A7"
"140576",5465.85063368464,1.45590496921756,0.367359178434129,3.9631648116793,7.39626831634882e-05,0.000406763637055638,"S100A16","S100 calcium binding protein A16"
"57402",2645.92075569727,3.29657155021554,0.455091052695047,7.24376260683057,4.36405014003014e-13,1.89715226264814e-11,"S100A14","S100 calcium binding protein A14"
"26097",1956.61686988399,1.23697988682159,0.199286369192463,6.20704713440266,5.3989409559978e-10,1.15938265480058e-08,"CHTOP","chromatin target of PRMT1"
"3608",3677.86771168592,1.85401195142451,0.392523529674808,4.7233141742114,2.32031974110102e-06,1.93090784567176e-05,"ILF2","interleukin enhancer binding factor 2"
"200186",2891.33712220037,1.14717952469014,0.261343742290054,4.38954273263958,1.13589256684484e-05,7.833383631924e-05,"CRTC2","CREB regulated transcription coactivator 2"
"10899",2766.11202962975,1.36432440133142,0.251107970303532,5.43321822753083,5.53466512264813e-08,7.19579869990976e-07,"JTB","jumping translocation breakpoint"
