"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa04920","hsa04920","Adipocytokine signaling pathway",65,-0.568792426202263,-2.03092522845932,4.51072393494285e-06,0.000141882771044566,0.000100574036061405,3558,"tags=32%, list=18%, signal=27%","26060/5563/5781/7133/4792/2180/51703/5602/5465/3667/10891/8660/9021/3953/6258/6517/32/948/5105/9370/3952"
"hsa04152","hsa04152","AMPK signaling pathway",114,-0.490622447947076,-1.90546954463198,5.67802935822578e-06,0.000163716513162177,0.000116050950918123,1862,"tags=20%, list=9%, signal=18%","5519/2309/9586/3667/10891/1080/2308/31/8660/3479/3953/5468/5207/6517/32/2998/948/148/1149/3991/5105/9370/3952"
"hsa04020","hsa04020","Calcium signaling pathway",224,-0.410873123057707,-1.73149106242877,1.09901751899369e-05,0.000292507739670627,0.000207345005607716,4015,"tags=36%, list=20%, signal=29%","5530/6262/57105/4772/4803/444/3707/3709/4638/2767/5256/2776/4773/5336/115/113026/2260/107/5260/2263/80310/6261/8822/51196/8912/624/5153/8913/493/100130933/5332/491/7039/5733/2255/80271/3708/2254/5136/2321/153/2774/3791/9127/1131/2324/3356/109/4233/6263/5350/5137/1812/196883/5737/1950/1910/185/4846/23236/146/1956/552/3270/2247/147/154/114/1816/845/4915/1128/5021/6869/2277/4842/89869/2904/148/3973/10345"
"hsa04931","hsa04931","Insulin resistance",100,-0.499506596402196,-1.88560063792533,1.44874286996976e-05,0.000334176688673024,0.000236882167510845,4035,"tags=31%, list=21%, signal=25%","5290/5792/10062/6197/5563/5781/5581/4792/6196/5295/376497/133522/5602/9882/5465/28965/9586/3667/10891/2308/8660/4846/9021/5837/3569/6517/32/2998/51085/948/5105"
"hsa04080","hsa04080","Neuroactive ligand-receptor interaction",255,-0.398993410902903,-1.7064521222436,1.3726408375475e-05,0.000334176688673024,0.000236882167510845,2762,"tags=32%, list=14%, signal=28%","7432/624/4886/2899/6344/2562/6751/100169851/5733/7433/152/2837/2893/79627/2568/10203/1141/2913/4922/7434/153/1906/2560/2894/134/2908/187/9127/1131/2564/3061/3356/2897/5030/100996758/7068/5540/9002/66004/1812/5028/5737/3355/1910/185/1395/1901/1268/146/552/10316/80763/2690/3953/1813/1908/117/5179/147/154/4889/1816/151/339403/1128/2917/5021/554/4887/6869/9340/2798/2555/2890/2567/2587/2904/148/3973/2891/2565/3952"
"hsa05020","hsa05020","Prion disease",246,0.380149451841147,1.68150028285573,2.69934003846483e-05,0.00058373228331802,0.000413780413790991,4431,"tags=45%, list=23%, signal=35%","10381/653361/1347/1345/4707/4726/713/4709/7979/84790/714/347688/1337/1536/5709/29796/4689/3310/4710/54539/4708/4697/126328/4706/55967/1535/1351/10476/5700/712/4717/1329/4715/148327/581/4694/1349/3553/516/440567/1340/292/7417/4695/5688/7381/9377/51079/3552/4712/7388/5685/10975/522/5687/5880/836/54205/4701/10376/4711/5683/4702/1350/4713/9167/10213/27089/6391/776/7386/4704/4688/5692/4725/5693/5718/5686/9861/518/4728/4714/517/3309/5710/6647/5706/5717/10963/5713/112714/4722/125965/1649/2902/4724/7416/4716/5715/10105/2906/5714/5708/5689/509/515/3312/4720/7419/5694"
"hsa03320","hsa03320","PPAR signaling pathway",68,-0.547998744710825,-1.96927192337883,3.50657263494837e-05,0.000674041184273408,0.000477796154352614,2677,"tags=35%, list=14%, signal=31%","1581/2180/376497/1582/5360/51703/5465/28965/440503/10580/51129/33/2713/5468/6258/4023/2167/100509620/948/364/5346/5105/9370/729359"
"hsa03040","hsa03040","Spliceosome",126,0.441369845408402,1.7917939136615,3.31704007892326e-05,0.000674041184273408,0.000477796154352614,6546,"tags=57%, list=33%, signal=38%","6637/10189/84321/51690/6636/3310/26121/7307/4116/6627/25804/6635/51639/23658/83443/27258/6632/6633/3178/8683/55110/51645/9775/6629/6631/6427/6628/3183/199746/10465/22827/29896/11157/10286/4670/22916/84844/51691/6432/6428/9410/2521/144983/3312/6426/151903/1655/8896/10907/11338/9128/9939/8559/6100/6625/6431/84991/4809/220988/101954272/6429/51503/6634/27339/10713/153527/3190/6434/51340/10285/11017/5356"
"hsa00620","hsa00620","Pyruvate metabolism",43,-0.604576630618961,-1.99710850968007,6.87441802767211e-05,0.0012518677039866,0.000887390249555458,2100,"tags=30%, list=11%, signal=27%","130/160287/5091/197257/55902/217/31/126/127/32/125/124/5105"
"hsa05340","hsa05340","Primary immunodeficiency",33,0.637148266105886,2.01849729702722,9.87328897725059e-05,0.00170807899306435,0.00121077701668389,4063,"tags=61%, list=21%, signal=48%","973/29851/23495/930/915/29760/695/3561/57379/3575/115650/3932/5788/916/925/926/3718/7535/7374/920"
"hsa04976","hsa04976","Bile secretion",60,-0.536245587715639,-1.872660268885,0.000150354579011418,0.00247727068275955,0.00175602089772734,3353,"tags=42%, list=17%, signal=35%","115/64241/107/6554/6523/1581/6344/9429/7367/1080/109/123264/111/482/8671/949/10599/196883/7364/358/1576/114/361/477/6579"
"hsa05032","hsa05032","Morphine addiction",80,-0.489753211986489,-1.81342117596576,0.000269027855248272,0.00395605461142583,0.00280426140694317,3464,"tags=41%, list=18%, signal=34%","54331/115/107/55879/55970/5153/2869/2562/2568/3765/5136/408/27115/2775/2560/2790/134/2564/50940/5139/2770/109/111/8622/5137/1812/196883/5140/114/2555/5138/2567/2565"
"hsa04650","hsa04650","Natural killer cell mediated cytotoxicity",91,0.4524064842342,1.74656585948168,0.000267756628456535,0.00395605461142583,0.00280426140694317,3782,"tags=35%, list=19%, signal=29%","2214/154064/80328/80329/4068/7462/7305/962/2207/5582/3458/10870/3002/356/3689/7409/100507436/3932/3107/919/5881/3937/5880/836/2215/3460/3683/5058/2885/7535/5777/5579"
"hsa04713","hsa04713","Circadian entrainment",93,-0.462220137156575,-1.72620609680575,0.000274408412353237,0.00395605461142583,0.00280426140694317,3488,"tags=39%, list=18%, signal=32%","2776/54331/115/107/5595/6261/55970/5593/8912/8913/5332/2893/3708/3765/2775/8864/8863/2790/2770/109/6263/9252/111/51655/2977/196883/23236/5187/117/114/9722/2353/4842/2890/2904/2891"
"hsa05034","hsa05034","Alcoholism",138,0.404235128995761,1.65327268092984,0.000304583514662621,0.00421543584293068,0.00298812458595329,1973,"tags=25%, list=10%, signal=22%","440093/8348/8363/8970/8345/8969/8357/8362/8365/3020/94235/8356/8344/8338/3015/51764/3012/92815/85236/814/3017/3014/8353/55766/8294/810/8336/1644/2787/2784/148327/8343/128312/7054"
"hsa04935","hsa04935","Growth hormone synthesis, secretion and action",105,-0.439093554434674,-1.67580194393168,0.00036304595319928,0.00483130383872888,0.00342468449779078,4537,"tags=40%, list=23%, signal=31%","112/3710/9564/399694/5290/25759/3709/2767/2776/5336/3483/115/2033/6654/1387/107/5595/4214/53358/5295/6777/5332/3726/6751/5602/8835/3708/9586/3667/5608/2770/109/6776/111/196883/8660/3479/9021/23236/2690/114/2353"
"hsa05415","hsa05415","Diabetic cardiomyopathy",191,0.354708855780698,1.52087899326717,0.000626644440979307,0.00803033246588298,0.00569232572117655,4425,"tags=43%, list=23%, signal=34%","653361/1347/1345/4707/815/4726/5582/4709/1278/7137/1337/1536/29796/4689/4710/54539/4708/4697/126328/1277/1281/4706/55967/1535/1351/10476/25874/4318/4717/1329/4715/4694/1349/516/440567/1340/292/7417/4695/7381/9377/51079/4712/7388/487/10975/522/5880/4701/4711/4702/1350/7043/4713/9167/27089/6391/7386/4704/4688/4725/518/4728/4714/517/5499/7046/5579/4722/125965/5524/4724/7416/2936/6513/4716/1509/5330/10105/509/515/4720/7419"
"hsa04340","hsa04340","Hedgehog signaling pathway",52,-0.524645375301485,-1.79340534335102,0.000651077170902742,0.0080454536118696,0.00570304439174206,5833,"tags=46%, list=30%, signal=33%","1456/374654/23432/84976/6608/11127/157/2737/102800317/132884/730094/2736/1954/596/408/5727/91653/64399/57467/50846/8643/2735/50937/4036"
"hsa04927","hsa04927","Cortisol synthesis and secretion",54,-0.522011254478649,-1.79857820310161,0.000815123026864941,0.00972526094121619,0.00689378095315903,4694,"tags=48%, list=24%, signal=37%","3776/112/3710/5087/3709/2767/2776/115/107/8912/1583/8913/5332/3708/9586/109/111/8622/949/3777/196883/185/23236/3164/114/56246"
"hsa05016","hsa05016","Huntington disease",287,0.322678896795693,1.44204238364647,0.000940576917217214,0.0108479871119052,0.00768962883198635,4431,"tags=40%, list=23%, signal=31%","10381/1347/1345/4707/4726/4709/7979/84790/347688/1337/5709/29796/27019/4710/548644/54539/4708/4697/126328/4706/55967/6804/1351/10476/5700/4717/1175/1329/4715/148327/581/4694/1349/516/5438/440567/1340/292/7417/4695/5688/7381/9377/51079/5441/4712/7388/5685/10975/522/5439/5687/836/54205/4701/10376/4711/5683/4702/8632/1350/4713/5436/9167/10213/27089/1769/6391/7386/4704/5440/5692/4725/5693/5718/5435/5686/9861/518/4728/4714/517/493869/5710/1211/6647/2882/5706/5717/6507/5713/112714/4722/3066/127602/125965/2902/4724/7416/4716/5715/5330/10105/5433/5714/5708/60673/5689/2876/509/515/4720/7419/5694"
"hsa05030","hsa05030","Cocaine addiction",43,-0.550136087288193,-1.81727411507872,0.00104109114543294,0.0116199205264451,0.00823681619306875,1949,"tags=28%, list=10%, signal=25%","2913/627/9586/2770/111/1812/3725/1813/4128/2354/2904/2891"
"hsa03030","hsa03030","DNA replication",36,0.560329025787948,1.7984073537439,0.001188066229235,0.0128459661036035,0.00910590234907092,5169,"tags=56%, list=26%, signal=41%","6119/5111/5984/2237/10535/5982/1763/4171/5427/56655/6742/4175/4173/5558/79621/57804/84153/5985/3978/54107"
"hsa05033","hsa05033","Nicotine addiction",29,-0.612974085684299,-1.83682885611237,0.00124007994456866,0.0130020503279017,0.00921654312869212,2491,"tags=45%, list=13%, signal=39%","2562/2893/2568/1141/2560/2564/57030/2555/2890/2567/2904/2891/2565"
"hsa04022","hsa04022","cGMP-PKG signaling pathway",150,-0.39239844379894,-1.58829971567137,0.00145212507528088,0.0143552936013481,0.0101757937606149,3918,"tags=37%, list=20%, signal=30%","5530/4772/2969/3709/2982/4638/2767/2776/4773/115/4659/107/4208/5581/7225/1259/5595/5593/624/3779/493/5332/491/152/6093/3708/9586/153/3667/134/5139/2770/109/5350/111/482/8654/2977/196883/9475/8660/1910/185/4846/23236/146/5140/147/154/114/151/4207/477/4881/5138/148"
"hsa04145","hsa04145","Phagosome",129,0.387984263437243,1.57308083760616,0.00141629161990076,0.0143552936013481,0.0101757937606149,2771,"tags=29%, list=14%, signal=25%","1311/2209/4973/245972/10381/2214/23480/64581/2212/653361/2213/10952/4481/84790/347688/1536/4689/9103/3689/1535/3107/7037/7097/7058/1520/9554/11151/55176/533/2215/10376/526/9550/929/7057/1514/527/155066"
"hsa03060","hsa03060","Protein export",31,0.594895254161461,1.86070024678327,0.00149660949162659,0.0143840801139667,0.0101961991680993,3903,"tags=42%, list=20%, signal=34%","23480/10952/9789/28972/90701/55176/29100/23478/58477/3309/7917/6726/6729"
"hsa04061","hsa04061","Viral protein interaction with cytokine and cytokine receptor",73,0.450188955535995,1.67909394123761,0.00172155044842009,0.0148922300125503,0.0105564027773782,3224,"tags=41%, list=16%, signal=34%","6356/3627/1237/50604/6373/3576/1233/6364/643/3559/2919/4283/729230/1234/7852/3606/1236/2833/3561/11009/1230/10344/1235/3560/3586/6372/10563/6846/1524/3587"
"hsa04142","hsa04142","Lysosome",127,0.385657867761623,1.56958306874659,0.00172164508815611,0.0148922300125503,0.0105564027773782,4554,"tags=33%, list=23%, signal=26%","245972/27074/2629/6556/1511/1515/768239/1513/130340/967/7805/1174/8372/1508/1520/54/55353/533/10577/2717/1514/527/1522/9741/968/3073/411/1211/3074/1075/5538/5641/4126/1512/1509/51606/5660/4074/2519/1777/23659/2517"
"hsa05203","hsa05203","Viral carcinogenesis",172,0.355811630023063,1.50571795381462,0.00168370223599878,0.0148922300125503,0.0105564027773782,3910,"tags=28%, list=20%, signal=23%","8348/8363/8970/8345/245972/8362/1237/8365/1233/8344/3665/890/991/1029/983/85236/1234/3017/9134/898/5902/5366/8294/1017/5700/3107/148327/581/8343/128312/8360/1111/836/7534/5315/85477/440689/2958/578/1019/3718/7188/7533/2885/3249/3066/4067/8900"
"hsa05014","hsa05014","Amyotrophic lateral sclerosis",343,0.31001981813626,1.41037793584962,0.00159821559623219,0.0148922300125503,0.0105564027773782,5061,"tags=41%, list=26%, signal=31%","4747/10381/1616/1347/1345/4707/10189/4726/4709/7979/84790/4741/347688/1337/5709/29796/27019/4710/5216/54539/4708/4697/126328/4706/55967/1351/10476/5700/4717/1329/4715/581/4694/1349/516/440567/1340/4695/5688/7381/9377/51079/4712/7388/5685/10975/522/3178/5687/836/54205/4701/10376/4711/5683/4702/8632/1350/4713/5861/9167/10213/27089/1769/6391/79023/7386/7494/4704/5692/4725/5693/5718/5686/79139/9861/518/4728/4714/517/3309/493869/5710/834/6647/2882/5706/5717/3181/6396/5713/112714/4722/127602/125965/1649/2902/4724/7416/10762/4716/6432/6428/5715/4218/60/2521/144983/2906/5714/5708/60673/5689/2876/509/515/4720/5694/56893/1346/7802/5701/29982/56000/10126/29107/7846/3084/5684/9688/8480/374291/5217/23225/10452/5682/79902/145957/113457/1327"
"hsa05169","hsa05169","Epstein-Barr virus infection",172,0.35456226009149,1.50043089016017,0.00185750145867335,0.015675500114658,0.011111626184105,5942,"tags=44%, list=30%, signal=31%","3627/9636/930/3665/890/915/9134/898/29760/695/7979/1870/5709/1380/1017/5700/917/3107/919/581/7097/836/54205/1869/916/10213/4939/8772/578/3683/5718/6773/1019/811/9861/3718/7188/6772/5710/5706/1871/5717/4938/5713/3066/4067/8900/2923/3117/5714/5708/8819/5701/6850/1647/567/5293/355/3280/10912/10379/7186/51135/5702/958/4794/11047/10018/8717/6502/5719/3065/5879/5603/5704"
"hsa04115","hsa04115","p53 signaling pathway",75,0.445153060680671,1.67549472184397,0.00193277000919554,0.0159223434090871,0.0112866018080842,3293,"tags=31%, list=17%, signal=26%","6241/9133/1029/983/891/51512/9134/898/5366/1017/581/56475/1111/836/54205/2810/10572/7057/11200/5054/64065/1019/92344"
"hsa04730","hsa04730","Long-term depression",54,-0.504871851332415,-1.73952476958172,0.0020275831048327,0.0163149710295841,0.0115649170973322,3729,"tags=35%, list=19%, signal=29%","3709/2982/2767/2776/5595/6261/5593/5332/5519/3708/2775/2770/2977/2781/3479/23236/4842/2890/2891"
"hsa00982","hsa00982","Drug metabolism - cytochrome P450",43,-0.529457724202061,-1.74896691828336,0.00218978642125385,0.0172196841307689,0.0122062257452667,2847,"tags=37%, list=15%, signal=32%","4129/218/1577/130/7367/7364/2327/316/1549/126/1576/127/2949/4128/125/124"
"hsa05152","hsa05152","Tuberculosis",150,0.36446102424263,1.507288157807,0.00253477482782784,0.0194896020095207,0.0138152639738921,4339,"tags=32%, list=22%, signal=25%","2209/245972/2214/64581/2212/1594/815/2207/2213/3458/3606/3929/810/9103/3689/3687/581/3553/7097/1520/11151/3552/820/533/836/54205/2215/7043/3460/3586/929/1378/527/805/8772/3587/51561/8877/3684/6772/51806/26253/1509/7096/51606/3329/3117/3592"
"hsa04910","hsa04910","Insulin signaling pathway",127,-0.397137302417071,-1.56231633003992,0.00274127911494263,0.0206191863863076,0.0146159733130808,5079,"tags=30%, list=26%, signal=22%","57521/5562/6655/5575/10000/2889/7249/2872/3643/399694/5290/5792/25759/5576/5256/5563/6654/5260/5595/53358/5295/5602/8835/3667/10891/2308/31/8660/5577/9021/5837/10580/5140/6517/32/2998/3991/5105"
"hsa04940","hsa04940","Type I diabetes mellitus",25,0.611050415618085,1.81280017206135,0.00292129482453732,0.0215057023253173,0.0152443828469697,2207,"tags=44%, list=11%, signal=39%","941/942/3458/3002/356/2571/5798/940/3107/3553/3552"
"hsa04640","hsa04640","Hematopoietic cell lineage",75,0.434256785334928,1.6344826443315,0.00339651251077197,0.0241098251225194,0.0170903232538699,3377,"tags=47%, list=17%, signal=39%","909/2209/931/910/930/3589/933/100133941/2056/3559/951/915/913/928/1380/914/1604/3575/917/952/7037/912/3553/3552/3676/916/929/1378/2814/925/926/911/945/3684/921"
"hsa04015","hsa04015","Rap1 signaling pathway",198,-0.357265873415348,-1.49341736852307,0.00341439719943194,0.0241098251225194,0.0170903232538699,4620,"tags=34%, list=24%, signal=27%","5900/3643/112/5159/1500/9564/3082/11069/56288/23683/5290/51735/4803/9693/2776/1902/115/2260/260425/107/2263/5595/80310/285/8822/51196/7094/3397/5295/5332/1435/2255/4301/4804/2254/2775/22808/2321/9223/5608/3791/83660/2324/64411/2770/109/3690/4233/1969/9002/111/5028/196883/1950/284/3479/1268/23236/1956/3815/7010/1813/2247/10411/114/2277/2904/51378"
"hsa04924","hsa04924","Renin secretion",64,-0.458779416956497,-1.63119121937959,0.00361079191698914,0.0249866800655649,0.017711884561231,2751,"tags=45%, list=14%, signal=39%","5734/1636/5530/3709/2982/2776/22802/3759/5593/5153/5332/3708/5136/153/1906/134/5139/2770/111/2977/5137/185/23236/358/5140/1908/117/154/4881"
"hsa04964","hsa04964","Proximal tubule bicarbonate reclamation",21,-0.620942734336639,-1.71341477433586,0.00393327361761776,0.0266845621901126,0.0189154334964899,1290,"tags=29%, list=7%, signal=27%","482/8671/358/477/762/5105"
"hsa04913","hsa04913","Ovarian steroidogenesis",41,-0.5143085158927,-1.66733228389569,0.00427589664007343,0.0282075430078194,0.019995003105634,4604,"tags=44%, list=23%, signal=34%","3643/5321/112/1588/115/1543/107/1583/5743/109/111/949/196883/654/3479/8644/114/3973"
"hsa04657","hsa04657","IL-17 signaling pathway",83,0.421132468778444,1.60542106594441,0.00432080861102435,0.0282075430078194,0.019995003105634,1049,"tags=16%, list=5%, signal=15%","4312/4322/6278/6356/338324/6279/3627/4314/6280/3576/6364/2919/3458"
"hsa00830","hsa00830","Retinol metabolism",43,-0.508196850818672,-1.67873550508148,0.00472720883554131,0.0294145421109189,0.020850588110265,3954,"tags=56%, list=20%, signal=45%","220/9249/1548/8694/54905/1543/53630/54884/216/1577/130/7367/56603/9227/8854/7364/5959/316/1549/126/1576/127/125/124"
"hsa00071","hsa00071","Fatty acid degradation",42,-0.511293590267568,-1.67699951640384,0.00476073513933948,0.0294145421109189,0.020850588110265,6218,"tags=52%, list=32%, signal=36%","1374/51/501/37/23205/3033/224/113612/81616/8310/1962/223/2180/51703/130/35/217/126/33/127/125/124"
"hsa05010","hsa05010","Alzheimer disease",358,0.280894650785738,1.28052373870696,0.00470844635701038,0.0294145421109189,0.020850588110265,4431,"tags=34%, list=23%, signal=27%","10381/8471/22943/1347/1345/4707/4726/4709/7473/348/7979/84790/347688/7477/1337/1536/7472/5709/29796/810/4710/54539/201266/4708/4697/126328/4706/55967/1351/10476/5700/4717/1329/4715/4694/1349/3553/516/440567/1340/50507/292/7417/4695/5688/7381/1020/9377/51079/3552/7474/4712/7388/487/5685/10975/522/5687/29986/836/54205/4701/10376/81029/4711/5683/55851/4702/1350/4713/9167/10213/27089/805/6391/776/8772/7386/7494/3028/4704/8851/5692/4725/5693/5718/5686/9861/518/4728/4714/517/5710/27035/5706/51806/5717/5713/112714/4722/125965/1649/2902/4724/7416/4716/5715/5330/10105/2535/2906/54361/5714/7479/5708/60673/5689/509/515/4720/7419/5694"
"hsa04925","hsa04925","Aldosterone synthesis and secretion",88,-0.421292387505275,-1.57864760530595,0.00522038535899794,0.0306144632917507,0.0217011559080557,3729,"tags=34%, list=19%, signal=28%","3709/2767/2776/115/107/5581/8912/1583/8913/493/5332/491/3708/4929/9586/747/109/111/482/949/3777/196883/185/23236/3164/114/477/4881/5138/3991"
"hsa05323","hsa05323","Rheumatoid arthritis",71,0.42758883731076,1.57694898738658,0.0051531087265407,0.0306144632917507,0.0217011559080557,3523,"tags=45%, list=18%, signal=37%","4312/4314/245972/3576/6364/3589/941/1493/2919/942/3458/3606/1513/3689/940/3553/7097/10673/54/3552/533/526/9550/7043/1514/527/155066/6372/3683/51561/8992/9296"
"hsa04014","hsa04014","Ras signaling pathway",215,-0.339983118466311,-1.42763725483534,0.00515563576071655,0.0306144632917507,0.0217011559080557,5011,"tags=36%, list=26%, signal=27%","253959/6655/5924/10000/2791/2903/8398/5900/3643/5321/4763/5159/5921/2788/3082/10928/399694/5290/25759/2549/4803/56924/8844/51365/4909/57186/8036/9846/54331/5336/5781/9462/2260/6654/23179/2263/5595/80310/285/55970/8822/51196/53358/4303/5295/1435/7039/2255/4301/5602/8437/4804/2254/22808/2321/627/5966/100271927/2790/3791/2324/4233/1969/57144/1950/284/3479/1956/3481/3815/5063/7010/2247/5320/4915/2277/2904/51378"
"hsa05150","hsa05150","Staphylococcus aureus infection",50,0.463118608924058,1.59558705819751,0.00538012999520147,0.0310254163056618,0.0219924612084551,2600,"tags=42%, list=13%, signal=37%","2209/2214/2357/1672/2359/2212/2213/713/719/714/629/9103/3689/728/712/6404/820/3868/2215/3858/3586"
"hsa04060","hsa04060","Cytokine-cytokine receptor interaction",214,0.323789677628105,1.41413256616795,0.00564392828530301,0.0320131014215548,0.0226925848227023,2600,"tags=28%, list=13%, signal=25%","6356/3627/50615/3624/1237/50604/6373/23495/3576/1233/6364/658/7292/3589/3604/643/2056/3559/5008/83729/608/51330/2919/4283/729230/1234/7852/3458/3606/356/1236/2833/3561/10663/10148/3598/3575/268/353500/9235/115650/84957/11009/939/56300/3553/1230/8784/3594/284340/10673/10344/1235/944/3552/7043/7293/3460/3560/3586"
"hsa04975","hsa04975","Fat digestion and absorption",32,-0.525471911339901,-1.61575324030261,0.00612882058756328,0.0342027729564016,0.0242447401850975,3759,"tags=50%, list=19%, signal=40%","29881/19/8613/8694/64241/335/10555/376497/4547/8611/5406/949/5320/84649/338/948"
